,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
2215,M8m7xcwGHueY86bA0GVhJQ,tfcngvzY11HKfUeiQrZMuQ,1,i have been to this location during covid-19 and have not had any problems being seen for treatment of my migraine. i only come in when it's at it's worse and i need a shot to keep it from going on for days. i recently had one in late april here with no problem. due to a migraine i have been in bed all day and not been able to eat or drink so i finally went before 5pm to be seen. i was turned away by the charge nurse jahnna  eastman. she wanted me to go to another location where they send people with covid-19 symptoms. my temperature was never taken and she said that headaches were on the list of symptoms. i suffer from migraines which i am on preventive medication for. when my medication doesn't work i go in to receive alternative care. jahnna stated that some people were more lenient and she wanted to see my kaiser number to check and see who allowed me to be seen. this is a hospital. you are their staff. you should all have the same standards. she turned me away finally saying that she had another patient. it was completely empty at this time. as we drove off we saw no line of people just the staff talking. i understand you are doing your job but having compassion should also be part of your interaction. i went home to now wait out my migraine because despite being healthy i was told i wasn't allowed to be seen here. maybe you are a compassionate nurse but not to me and not on this day. to be clear i think this location is good but i wanted to share my experience because things could always be better.,M F.,2020-06-06,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&hrid=tfcngvzY11HKfUeiQrZMuQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Harbor-MacArthur Medical Offices,False,153,2.5,2020-06-23T17:54:16,17148306500.0,http://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3401 S Harbor Blvd,Santa Ana,CA,US,92704.0,33.701156908511,-117.91821831757,Medical Centers,Hospitals,,,,
14189,sWh-N7K3ebRHZKhhH01mJQ,SS8L8m4mZb54oBSZVLqD4Q,5,"i recently gave birth to my first baby at the abrazo location, and i just have to say i was very impressed with the staff and service i received while there, despite the rumors i've heard about labor and delivery. i gave birth during the coronavirus pandemic and the nurses were professional and made sure my husband and i were taken care of. i want to give a shout out specifically to a traveling nurse lindsey who helped me so much through delivery and made sure i was comfortable the whole time. i also want to give a shout out to another nurse denise who helped my husband and i during the recovery period and was so personable and professional. despite the circumstance, my husband and i were overall pleased with our stay. especially because of the service we received from lindsey and denise. the food however i will give 2 stars. that's my only complaint.",Lena T.,2020-04-12,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=SS8L8m4mZb54oBSZVLqD4Q&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14191,sWh-N7K3ebRHZKhhH01mJQ,fCoMjDp0_zitUN6CTlONWA,5,had surgery a month ago. it was scheduled prior to the pandemic and was worried it would have to be postponed. was able to have the surgery as planned.  very grateful to the staff that cared for me prior to and post operation. they were attentive to my needs and answered my questions regarding my recovery. even received a letter a week later signed by all the staff.  sincere thank you to all the dedicated professionals that are working to take care of everyone during this stressful time in our history.,Bob C.,2020-04-28,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=fCoMjDp0_zitUN6CTlONWA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14198,sWh-N7K3ebRHZKhhH01mJQ,GJnQO4mh1ChM7pHOO835Pw,1,0 score for this e.r spent les than 5 min checking me told me i had corona virus and to go home to quarantine also the er ppl took no precaution acted like it was nothing at all no big deal you'll have a fever you be fine . even after i gave a huge week history of temps over 102 . biggest mistake ever to go here .. go to t bird banner they are on top of it 100%,Holly B.,2020-03-19,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=GJnQO4mh1ChM7pHOO835Pw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14200,sWh-N7K3ebRHZKhhH01mJQ,f46nk9gTSRi5ZK3vX-qZjQ,1,"i visited the er for chest pain tonight. i drove myself as i didn't want to waste time waiting for an ambulance. once inside, their focus was on the fake flu, not a possible heart attack! then i was told to ""have a seat"". note that i didn't see any other patients... just employees, casually talking amongst themselves.
after about 20 minutes i returned to the window and requested they give me my id back because i was leaving! they refused! then someone finally came out and took me into the screening room. again, i asked for my id... ""nope"". about ten minutes later they did an ekg.
about 30 minutes later another nurse came in to take me to x-ray. i asked her for my id and she said ""we will be back in about two minutes, i'll get it for you then."" which she did. by then i was feeling much better (on my own) so i continued to wait.
then i sat for another 10-15 minutes in the waiting room inside.
a nurse came up and wanted to start an iv, by this time i was feeling much better and thought i could make it to a better hospital. i asked to talk to a doctor first... because i was considering walking out. 
she took me to a room in the er, where i waited alone for almost 2 hours! i never saw a doctor!
during my long wait, i was able to observe about 6-10 staff members in the nurses station. none doing much other than chatting amongst themselves and snacking. they were wearing masks... but not on their faces!
since i was alone, and personally believe this current flu ordeal is 100% political, i too removed my mask.
shorty after someone came in to update my payment info. as they entered i put my mask on. for their comfort, not mine!
shortly after a very rude woman, staff member, came in and ordered that i was to wear a mask the entire time i was there!
i told her that if it's really that important, she should tell the 6-10 employees to put theirs on! she ignored me!
after finishing up with my personal info, i asked who that rude woman was... apparently just a secretary of some sort!
i told them i was leaving, & walked out! 
on my way to another hospital, i instructed my son to hire a lawyer if i had medical issues on my way to a safer hospital. he promised he would.
fortunately for the rude secretary, the incompetent staff and the hospital, nothing bad happened. i won't be returning!
if they are foolish enough to send me a bill... we will be going to court!",Jeff P.,2020-05-02,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=f46nk9gTSRi5ZK3vX-qZjQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14219,sWh-N7K3ebRHZKhhH01mJQ,J1FfrKYJN1_HmOC8ZtolmA,1,"i don't like leaving a bad review during a time like this, when things are frustrating and stressful for all of us, let alone hospital staff at the front lines of a pandemic. but whatever your personal feelings about a patient are, nurses in the er at the nurses' station shouldn't make fun of and mock their patients for ten minutes where they can hear every single word while receiving no care whatsoever. one nurse, the one making most of the comments, put the tv remote on my lap (no tv in the room that i saw) instead of the call button as well when i was not yet in a position to find it myself. regardless of whether you believe i am experiencing an emergency (it obviously feels like one to me or i would never be in the er), to make fun of a condition i was born with and am waiting to hear if i need neurosurgery for is also disheartening. this was a crushing experience for me. thank you to the nurse who actually looked after me today, who is extremely nice and compassionate and wished me well with my neurosurgery appointment. i hope all of you stay healthy and safe, but that some learn kindness from others and that words matter.",Lisa S.,2020-03-29,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=J1FfrKYJN1_HmOC8ZtolmA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
15651,xLPzulLDV-k0z0PyG1_Rhg,AcMmgLrDlPufBJk3W3iNKA,4,"gallstones! uff...yep that's what brought me here! painful like crazy! it was nice to be treated with care and attention to my needs. from the er where it all started with a friendly staff, although the wait was loooooooong, to the post-op stay of 5 days where the medical staff was very accommodating, courteous and caring. all my questions were answered by the pros and i did not freak out of being stuck in a hospital during this coronavirus crisis. adventhealth has been remodeling their hospitals and i was super blessed to get a brand new spanking room. it felt good to see how clean and comfy it was with all the state of art goodies. my only disappointment was at discharge because it took forever and the post-op meals which were not supposed to be solid food after a gallbladder removal...always educate yourself by researching guys, ignorance is not bliss when it comes to health...but i don't blame the nursing staff for that i blame the doctors because they're the ones giving the orders. but i must say they respected my input and made the proper changes to my diet.
overall, i do recommend this adventhealth hospitals  for your medical needs. now, to recover and change the way i eat!",Judith D.,2020-03-16,https://www.yelp.com/biz/adventhealth-kissimmee-kissimmee?adjust_creative=upenn&hrid=AcMmgLrDlPufBJk3W3iNKA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,AdventHealth Kissimmee,False,31,2.5,2020-05-29T13:15:11,14078464343.0,http://www.AdventHealth.com,https://www.yelp.com/biz/adventhealth-kissimmee-kissimmee?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2450 N Orange Blossom Trl,Kissimmee,FL,US,34744.0,,,Hospitals,Emergency Rooms,,,,
16422,nJtp3-OMbOq0SvfP5Kq2tQ,i3IPYdbsmZxeFhkYcpCJpg,1,"if there was less than one star for rating, i would not rate them a 1! i recently took my wife to providence northeast er after over 2 hours of severe abdominal pain at home. i was not allowed to go in due to covid 19. a wheelchair was needed for her to get into the building due to the amount of pain she was experiencing. she was wheeled into the er waiting area and left alone. then staff called her to the window...no one offered to assist. she struggled to get to the window bent over in pain in the wheelchair. she provided the information and was triaged. her blood pressure was much higher than typical and she attempted to tell the staff. they handed her a urine specimen cup and told her when she could provide a sample to bring it back up to them...and again no assistance to someone doubled over in a wheelchair. she texted me and we left to seek care elsewhere. the following day a physician told us never to go the providence ne for any reason due to substandard care. when i returned to work, a number of colleagues told me the same. the substandard care she received was appalling and should never happen to anyone.",Kelly H.,2020-06-25,https://www.yelp.com/biz/providence-hospital-northeast-columbia-3?adjust_creative=upenn&hrid=i3IPYdbsmZxeFhkYcpCJpg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Providence Hospital Northeast,False,10,3.0,2020-06-25T13:34:30,18038654500.0,http://www.providencehospitals.com/providence_hospital,https://www.yelp.com/biz/providence-hospital-northeast-columbia-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,120 Gateway Corporate Blvd,Columbia,SC,US,29203.0,34.1043891906738,-80.9570693969727,Hospitals,,,,,
25217,WgDIlpACee-Mnb_9C-4yfQ,NfnwugXliniKZ3BLk8T9hQ,1,"what kind of ceo person runs kindred hospital brea calif ? let me tell you. the kind of person that doesn't give a damn about his clinical staff. he runs the place with little to zero amount of staffing to adequately

meet patient and family needs.now and also in this corona pandemic, allows families to freely roam the facility to possibly spread infection, get infections,and endanger patients who are already comprised.also, lets not forget and dismiss our front line personal who don't even have sufficient amounts of protective masks and no n95 masks! gee, what a disappointment... you don't even care about the company you run.",Kim G.,2020-03-16,https://www.yelp.com/biz/kindred-hospital-brea-brea-4?adjust_creative=upenn&hrid=NfnwugXliniKZ3BLk8T9hQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kindred Hospital Brea,False,40,2.5,2020-03-16T12:32:44,17145296842.0,http://www.kindredhospitalbrea.com,https://www.yelp.com/biz/kindred-hospital-brea-brea-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,875 North Brea Blvd,Brea,CA,US,92821.0,,,Hospitals,Occupational Therapy,Physical Therapy,,,
40944,emx4q2g6ZAOCh7usFNHUnA,HC4EdwmXryqq5E5pI9SdIA,5,"my son cut his face and i called medcheck. teresa answered and was professional and kind. we went and there was a 5  minute wait. my son was in and the staff was outstanding. they talked to my son and were kind, professional and fun! yes fun, even tho my son had to get stitches. the pa talked my son thru all the steps and we were out the door in no time. 
this was during the covid-19 outbreak and i was worried about getting sick. we were in and out in no time! thank you!",Karen Y.,2020-03-19,https://www.yelp.com/biz/medcheck-of-community-hospitals-indianapolis-2?adjust_creative=upenn&hrid=HC4EdwmXryqq5E5pI9SdIA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Medcheck of Community Hospitals,False,32,3.0,2020-03-19T05:22:19,13176217800.0,,https://www.yelp.com/biz/medcheck-of-community-hospitals-indianapolis-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,8177 Clearvista Pkwy,Indianapolis,IN,US,46256.0,39.90501022338871,-86.0393447875977,Hospitals,,,,,
