,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
2000028,MHvknGpLpQN1a3vM0W3IwA,pTFOXWvQEsjX-NPMXhae4Q,1,"this hospital was a circus from the time i was in the emergency room. i was one of the chair spots in the hallway. security people watching the mental patients on hold were aggravating them by turning lights on to those who didnt want them on.  playing on the rolling chairs. staff people were even going to the point of take fellow employees belongings and hiding them.
young brown hair nurse comes on and she sits at computer with her cell phone video chatting her girlfriend and asking security if they wanted to say hi to her friend. people in main er room was coming out to get help for other patients because no one was checking on them.
i was admitted and the railing of bed had dried blood on them. i took a i.v sponge to clean of the blood cause my head was near the top.  t.v's in rooms didnt work you got to stay at walls.  food was awful same three menus items repeat for the whole week.  one night i didnt even get a tray when kitchen was called they said they was closed and couldn't cook anything. 
maybe the ceo should be a patient there or his family members and see how patients are treated.  the nurses were good but not enough staff to cover patients rooms. my dog gets treated better at the vet than a human at this hospital.  stay away if at all possible.",Shari R.,2020-01-19,https://www.yelp.com/biz/mission-community-hospital-panorama-city?adjust_creative=upenn&hrid=pTFOXWvQEsjX-NPMXhae4Q&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Mission Community Hospital,False,158,3.0,2020-04-15T15:29:01,18187872222.0,http://www.mchonline.org,https://www.yelp.com/biz/mission-community-hospital-panorama-city?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,14850 Roscoe Blvd,Panorama City,CA,US,91402.0,,,Hospitals,,,,,
3114630,YklImRDWQ3GS2Af49mCU3g,brxqn6sc5kwiK7b50L64yg,1,"my mom only checked herself in the er at northeast georgia medical center due to the fact that it's in the country and they aren't as busy. little did she know that it would take 24 hours for her to get a room in the hospital.

yes, she got admitted but 24 hours? are you freaking kidding me? about 5 years ago, my childhood friend first checked herself in at the er here and they didn't help at all. they didn't find anything wrong with her. a few months later, she went to gwinnett medical and they found the cause. she needed a new kidney. since then, she went to emory to get treatment and put her name on the donor list. since then, she moved to mn since they have mayo, the best hospital in the nation!

i went off track but my point is that northest georgia medical center sucks!!!!!!!!!!! 

back to my mom. she has a lot of abdominal pain but they couldn't even come back and tell us anything but we will see. let's wait till the morning.

smh. my daughter is a navy nurse and works in walter reed national military medical center. i video chatted with her so she could talk to her grandma. she wanted to see what is going on.

a few moments later, the nurse came in and just looked at the computer. in the room were also my dad, sister, and brother. my sister asked a lot of questions cause she is worried but the nurse is clueless and gave us uncomfy looks.

she left the room and a guy walked in. he told us that we shouldn't video record the nurse and she feels uncomfy. we're like no one is recording. then i looked at my phone. i said i am video chatting with my daughter. my mom spoke and said that she wanted to speak to her grand daughter.

no apologies!! i said to him, do you want to say hi to my daughter or something? he was taken back. my sister asked him is that why the nurse acted like she couldn't answered questions cause she thought she was on film? he said he could bring her back in. we did not want her to come. she told us she was ready to leave her shift and another nurse will come in! i told him that if she really thought we were recording her, why didn't she say anything???? he said we were too nice and she didn't want to say anything. bull sh!t!! i said, so she is going to get you instead, right? he just answered that he gets called for everything.

poor excuse! no wonder my friend hated this hospital and now i understand. my parents better stop coming to this country hospital and go to the city for better service.

9/2020",Nicki K.,2020-02-04,https://www.yelp.com/biz/northeast-georgia-medical-center-braselton-2?adjust_creative=upenn&hrid=brxqn6sc5kwiK7b50L64yg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Northeast Georgia Medical Center,False,19,2.5,2020-03-29T08:40:25,17708488000.0,http://www.nghs.com/locations/braselton,https://www.yelp.com/biz/northeast-georgia-medical-center-braselton-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1400 River Pl,Braselton,GA,US,30517.0,34.1203474,-83.8375131,Hospitals,,,,,
4164461,CTpc5a2P_vTzPGBUqfzxNA,cIulkRGiWXSlEH_R44RU1w,1,"providence health system prides itself on their core values--compassion, dignity, justice, excellence, and integrity. the system began over 100 years ago when eight nuns decided to come up with a system of care that was based around the principles in the bible. my phs doctors have always been good, but the nurses, supervisors, and support staff have often been absolute nightmares. the more i work with employees of providence, the more it's confirmed to me that these staffers don't care about being in a noble profession nor following in the footsteps of christ. they only care about working for a company that pays well and has great benefits. i have no problem with people wanting financial stability. my problem is people hiding behind the disguise of ""i love working with people"" when they sincerely don't. none of the nurses and none of the frontline staff have treated me with compassion, dignity, justice, excellence, or integrity. to say the staff at newberg providence ""suck"" would give discredit to solid plumbing and piping. staff here are rude, overbearing, and mean-spirited. and it's hard to get in a word because they always talk over you and down to you. in fact, this one young nurse was uncomfortable with having a critical conversation with me (i wasn't putting up with her rudeness or ineptness), so instead of talking like two adults, she called security on me. when security asked what was going on, i told him the truth. ""you have a young woman on staff who doesn't know how to have an intense yet honest and critical conversation. if she thinks i was attacking her, she has no concept of how the world works. perhaps she needs to find a better source of income. nursing is not her thing. nor is compassion."" without mentioning any names, one of the staff workers did give me the mobile phone number to lori bergen, chief executive, providence medical center. it all begins with leadership. and based upon my experience with those who work beneath her, lori must seemingly find acceptance with a medical and support staff that's completely without compassion, dignity, justice, excellence, or integrity. ironically, each room has a brochure on providence, and specifically on why they care. it looks like mine has never been touched. one of the sentences in a paragraph about how much they care is this one: ""please be honest and...tell us what you think."" lori bergen, most of your staff at the hospital don't care, and they don't care that they don't care. you should be ashamed, which is why i insist you get better acquainted with the anti-core values outliers on your team. don't work in healthcare if you're not amazing with people. on a final note lori, i always hear you say, ""you are the key member of your healthcare team."" your staff has forgotten that. not once, not once when i had something to offer was i supported. the only positive thing i have to say about my experience was the night security guard was super respectful and helpful. he should be running this hospital, not you. and by the way, lori, your emergency room lost a $500 pair of glasses. i need those to see. please get on this immediately.",Jason K.,2019-12-02,https://www.yelp.com/biz/providence-newberg-medical-center-newberg-2?adjust_creative=upenn&hrid=cIulkRGiWXSlEH_R44RU1w&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Providence Newberg Medical Center,False,24,3.0,2019-12-02T05:46:32,15035371555.0,http://www.providence.org/newberg,https://www.yelp.com/biz/providence-newberg-medical-center-newberg-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1001 Providence Dr,Newberg,OR,US,97132.0,,,Hospitals,Medical Centers,,,,
