,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,496,0.0,0.1189,"test, covid, result, day, back, time, clinic, blood, work, lab","after having an afternoon appointment for several weeks, dr matt fouse staff calls to reschedule my appointment to the time of the day i work. dr fouse is now only seeing people in the mornings, and is holding video conferences for appointments only. this is reasonable for the recent coronavirus threat. what i do not find reasonable is the fact that a video conference can be done anytime during the working day.  this is an insult to my working schedule which has been rearranged to accommodate the original appointment date/time. it is an insult to me as a patient leading me to believe that the dr cannot honor the original schedule appointment date/time due to the coronavirus. my occupation gives me enough security to be working during a time of crisis as i am critical personnel. i am insulted that the dr thinks everyone can drop their prearranged schedules to accommodate his whim to not work in the afternoons when others take care to plan their own schedules in advance.  then for the staff to say ""i'm sorry only a nevada law"". seriously. law?  come on. you can do better than that."
1,712,1.0,0.1639,"call, phone, day, speak, receive, answer, number, email, leave, back","i am a r.n. who presented with cold symptoms. because of the covid pandemic, i can't take symptoms lightly. home management of symptoms consists of taking tylenol, theraflu, mucinex, but natural remedies or homeopathic medications have been sold out. thus home management may not be optimal and may progress into worse symptoms unnecessarily. 

for the past few days out of precaution, i've been on self quarantine to protect my family. even though i suspect i have a cold, it is known that covid presents with mild symptoms and that half of hospitalized covid cases are less than 50 years old in la county.

fortunately, i accessed traditional chinese medicine to improve my health. through telemedicine, i have been working with licensed acupuncturist anthony disalvo from yu dayi chinese medicine in encino. he has helped me tremendously with my symptoms. he was able to accurately assess the stage of my infection, treat it, prevent upper respiratory illness from progressing and reverse the infection, all through telemedicine. he works with master yu, and is able to offer specially prepared herbal medication which can be delivered by mail, or can be picked up at the encino office. he also educates on acupressure points to strengthen the immune system. i'm happy to say that my symptoms improved in a much shorter time span than my usual cold, and that i'll be able to see my family very soon! thank you anthony and master yu"
2,149,2.0,0.1196,"people, bad, thing, leave, treat, give, talk, happen, run, guy","my husband and i have had two prior experiences with couples counseling that didn't do much to help us resolve our issues or bring us to deeper connection.  our experience with karen gordon at empathi counseling has brought us farther into connection than we have ever been before, and we couldn't be more thankful that we found her!  karen is warm and empathetic, and creates such a beautifully welcoming and safe space to really help couples search deep within themselves and fully open up and engage in the healing process, together.  we leave every session feeling more connection and love, and through our sessions have developed a strong framework for working through our issues at home as they arise in daily life.  

since the start of the shelter in place orders in sf for the covid-19 pandemic response we have had online sessions via zoom.  the team at empathi has been vigilant at providing their patients with options for telemedicine sessions and sharing the information needed to make these sessions happen.  we felt just as comfortable having our session with karen via zoom from the comfort of our own home, and are very grateful we can continue our work as a couple - even if we can't meet face to face!  

all our thanks to karen and the whole empathi team!  

-sarah (and dave)"
3,736,3.0,0.0936,"appointment, office, time, make, schedule, week, visit, cancel, call, doctor",i would definitely recommend west coast neurology to anyone who needs to consult with a neurologist. dr. barton has been treating my son for about 4 years and has been doing a good job of controlling his epilepsy. now during the pandemic the doctor conducted a safe telehealth appointment with my son. also west coast neurology has doctors who specialize in sleep medicine for those people who help in that area.
4,15,4.0,0.264,"feel, place, face, skin, treatment, good, massage, start, facial, back","zoomcare is the worst ever.  1st of all, you won't see a doctor, you will sure a pa (physicians assistant).  the pas we saw at bridgeport didn't look like they were out of high school and one had just started at zoom.  my wife went in on january 1st only because we were the only ones open.  the pa then prescribed a weeks worth of docecylcine (sp?) and a at the end of the week she was 75% better, but not completely well.  i had the same condition and my ent prescribed 22 days of docecycline (sp?) and i am 100% better.  on january 20th, my wife goes into zoom and asks a different pa, ""hey, i am not 100% better.  could you prescribe another 7 days of the antibiotic"".  this is where analysis paralysis sets in to the apparent high school age pa.  he doesn't know what to do, so he sends my wife to the hospital to get an x-ray (zoom bridgeport has no imaging capabilities).  we get the x-ray and zoom promises to get back to us by 6 pm.  no response.  i call back on jan 20 and the call center woman says she has no info for us.  at that time, my wife gives the call center woman her authorization to speak with me about this issue (hippa) but as i find out later, zoom never makes a note of my wife's verbal authorization.  i call back the morning of jan 21st and zoom won't tell me anything.  i then ask the probable high school girl age girl who answers the phone at the call center to simply send my wife an email to update us as to next steps, i.e. docecycline prescription.  the young girl at the call center says isn't sure if she can send my wife an email to provide an update on the pa's decision to extend a prescription for the antibiotics or feedback on the x-ray.  

if you go to zoom, be prepared for ""young and dumb"" excuses, care provided by pas and not physicians and no one at this office will answer your call, rather it goes to a non-healthcare operator who will continue the snowball of incompetency.  they aren't on epic or similar ehr.

bottom line is you must be ready to be seen by non-doctors, with no imaging back up at this center and you must be ready to endure broken promises and incompetent follow up."
5,791,5.0,0.1151,"insurance, pay, prescription, charge, money, pharmacy, company, month, bill, send","i had my first endometriosis surgery in 2017 and my second endo surgery first thing 2020. i found bebe and my pt caitlin in mid 2019 and she helped me relieve pelvic floor pain before my second surgery and helped evaluate how everything was after my second surgery. she did internal and external pt work for me. it's always nerve racking at first for me going into these types of appointments, but caitlin is calm, educated and helped me learn how to do some self care. i'm lucky that bebe pt takes my insurance, but from what i understand they take several insurances, which can be extremely helpful. they extended their services to do virtual visits due to the covid19 outbreak and have virtual visits approved through insurance as well. from the nice and efficient front desk workers, to the staff keeping the place clean, to the pts and aids that help take you through stretch and exercise routines, i can't thank bebe enough for their excellent care.  one day when i'm able to get pregnant, i'll be excited to experience their prenatal care as well. keep up the great work!"
6,782,6.0,0.1878,"doctor, virus, symptom, care, sick, urgent, give, cough, bad, flu","i preregistered online. because there was no transparency with prices and i thought it would be cheaper to pay cash pay as i only wanted a covid test. their website said rapid testing and although i knew the antibody test was less accurate it would give me peace of mind before being around family on the weekend. i called on my way to ensure cash pay would be cheaper and was told to call my insurance. i called my insurance that said i'd have a small copay plus the cost of the test if it was antibody and free if pcr. when i arrived early as directed on the website, i had to repeat all my information because they have ""2 systems"". i then had to wait for a nurse to call and get my symptoms. no one collected my insurance card info. i was told to drive around to the side and wait to be tested. i did and waited another 10 min where i was asked to repeat my symptoms yet again and then was swabbed for flu and covid. i was told i could wait 15 min for the flu results but explained i had a phone meeting and zoom meeting coming up and had to start heading home and could i please be called with the results. i was told yes. i explained the insurance scenario and instead of taking my card before i left, i was asked to call with the info. i called the clinic 3 times before getting a generic number who reluctantly took my info down. i still don't know if they charged my insurance or credit card. i called the next day for my flu results and was told it would take 4-5 days. i said ""not when she told me 15 min"". he said well i don't know what to tell you when that's what the computer says. he said i will have a provider call you. i said ""you all were already supposed to call me and that never happened, so can i speak to someone now?"" and he said no. i said ""so if someone doesn't call then what do i do, call again?"" he said, ""i guess so."" so sure enough no one called and i still don't know my results. whole process took an entire hour, which isn't horrible, but i expect price transparency, more efficiency, and above all honesty. these are my medical records!

update: no one called that next day so i called and they said someone would call. no one called the third day either. finally i found out my flu was negative but the covid test that was being quoted as 2-5 days has now been 8 and no results yet. i did find out that they did charge my insurance

update 2:

13 days later no results so so called. before going to urgent care on the 21st i called my insurance to to verify my benefits and i was told that the pcr test would be paid for but that the rapid screen would not. today, the fifth call to the urgent care, they told me that they needed me to go to labcorp and get retested and that they would do the rapid screen. i explained that i am not going to do the rapid screen because it is less reliable and i refuse to go back and i would like a refund as they charged me for the covid test and i never received any results. they refused to transfer me to their billing department and said i would need to call the lab. she stated ""i refuse to argue with you"" and she hung up on me.

what is my recourse?"
7,780,7.0,0.1081,"nurse, hospital, mom, home, mother, family, stay, care, facility, give",terrible place that shouldn't serve this community. arrived after a recommendation from my va telehealth appointment for symptoms resembling a sinus infection. once i arrived no vitals were taken and i received a call from working doctor who explained they can do little if anything for me since i have a cough. even though no formal check up was done not even a temp check or an actual check up from a nurse or doctor and made it very clear my visit was an inconvenience to them. went to another urgent care that participates in the mission act. if you're looking to feel worse on top of not feeling well physically this is the place for you if not go just about anywhere else.
8,848,8.0,0.0989,"wait, room, hour, minute, check, back, sit, time, walk, leave","amazing workout before covid and during covid (and after covid too!)

the zoom classes are wonderful routines.  you feel great afterwards, see your fellow gym-mates, and have excellent instructors.  

pop have perfected the zoom workout!

i look forward to the workouts and the day after burn!"
9,831,9.0,0.1231,"service, review, time, work, due, business, close, situation, offer, write","i've attended carolyn's classes in person prior to the covid-19 self-isolation era. since then, she has been doing online zoom classes. for the in-person classes, there are no real demonstrations, just her soothing melodic voice talking the class through each body movement, so not much is lost in an online/zoom class. 
i especially liked the shoulder and hip class from a recent session because it seems i am hunched over my ipad most of the day. and i can imagine many people now are using more electronic devices than before. but each class is unique and valuable and i always feel better when we are done. it's very relaxing and calming and we all need self-care."
