,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.05579508306156525,0.05252018282390253,0.05620875467053317,7.02315119312938
Topic_1,0.0513772057301107,0.051262066461235205,0.0513917496377581,0.25298078184374306
Topic_2,0.03960705982046803,0.03964139205043988,0.03960272311773472,-0.09754685873785471
Topic_3,0.04706293738389756,0.04745996823858326,0.04701278611804251,-0.9422301302283893
Topic_4,0.045444998623017326,0.0464547225380826,0.04531745454953535,-2.448121367240859
Topic_5,0.045337541159566855,0.04155722727782348,0.04581505449199756,10.245696099282876
Topic_6,0.07380848258083049,0.07857094113164478,0.07320690886914873,-6.8269925054209
Topic_7,0.06328147946416407,0.06097154541505815,0.06357326060720907,4.267097339324405
Topic_8,0.033743257832136414,0.03289550330786128,0.03385034261415007,2.9026438578935103
Topic_9,0.03636344763594688,0.034038215060153726,0.036657161224468084,7.694134841342441
Topic_10,0.05464187366815463,0.05940791307094861,0.05403984763832805,-9.035943454552392
Topic_11,0.0637678478884115,0.06504564586803367,0.0636064418278277,-2.212606272102936
Topic_12,0.059139117781471774,0.058183872936338345,0.05925978028822547,1.8491504562859271
Topic_13,0.059351330107955375,0.060444003535087165,0.05921330820137034,-2.0360916910515616
Topic_14,0.0382647504747518,0.03687339268017088,0.03844050093301466,4.249970341585926
Topic_15,0.06170108921218539,0.05892018064088489,0.06205236187382342,5.315973574536358
Topic_16,0.03860239852165084,0.03862864737270119,0.03859908287730765,-0.07653515565350764
Topic_17,0.04849847173747658,0.05052603879966544,0.04824235800330537,-4.519809687465927
Topic_18,0.03277930988690595,0.03164376591168218,0.032922747020618384,4.041810676092868
Topic_19,0.0514323174293332,0.05495477487970268,0.05098737543560235,-7.219389857906
