,dominant_topic,topic_keywords,doc_count_all,doc_pct_all,doc_count_t1,doc_pct_t1,doc_count_t2,doc_pct_t2,doc_count_diff,doc_pct_diff
0,0.0,"doctor, time, issue, find, year, problem, week, listen, make, follow",290,0.03046218487394958,191,0.031929120695419595,99,0.02798191068400226,-92,-12.362413763507067
1,1.0,"day, mom, mother, night, nurse, admit, stay, family, home, discharge",457,0.04800420168067227,275,0.045971247074557006,182,0.05144149236856981,-93,11.899275399558038
2,2.0,"walk, wife, leave, back, minute, door, sign, front, question, check",310,0.032563025210084036,170,0.02841858910063524,140,0.0395703787450537,-30,39.24117979583014
3,3.0,"surgery, feel, make, great, good, experience, kind, team, amazing, wonderful",841,0.08834033613445379,526,0.08793045804078903,315,0.08903335217637083,-211,1.2542799846103319
4,4.0,"nice, time, visit, lot, good, question, check, helpful, parking, friendly",554,0.05819327731092437,400,0.06686726847208292,154,0.04352741661955907,-246,-34.90474844544942
5,5.0,"hospital, bad, experience, star, horrible, give, time, emergency, terrible, absolutely",388,0.040756302521008404,238,0.03978602474088933,150,0.0423968343697004,-88,6.562127394767978
6,6.0,"patient, review, facility, medical, write, provide, physician, state, case, procedure",321,0.03371848739495798,191,0.031929120695419595,130,0.03674392312040701,-61,15.079658694384662
7,7.0,"nurse, room, patient, bed, floor, thing, hear, talk, sister, change",381,0.04002100840336134,260,0.043463724506853894,121,0.034200113058224985,-139,-21.313432186806978
8,8.0,"husband, back, leave, head, put, hand, arm, break, fall, turn",359,0.03771008403361344,246,0.041123370110330994,113,0.03193894855850763,-133,-22.3338250906534
9,9.0,"care, medical, patient, receive, health, treatment, treat, lack, family, urgent",443,0.04653361344537815,257,0.042962219993313275,186,0.05257207461842849,-71,22.368151893945225
10,10.0,"staff, good, great, care, food, love, facility, nursing, clean, excellent",612,0.06428571428571428,407,0.06803744567034437,205,0.05794234030525721,-202,-14.837572553796404
11,11.0,"call, appointment, phone, speak, time, day, information, answer, office, schedule",503,0.05283613445378151,295,0.04931461049816115,208,0.058790276992651214,-87,19.214724396623573
12,12.0,"life, make, year, work, treatment, save, fact, die, part, real",338,0.03550420168067227,181,0.03025743898361752,157,0.04437535330695308,-24,46.6593168409908
13,13.0,"leave, place, woman, thing, lie, refuse, make, security, man, people",334,0.03508403361344538,186,0.031093279839518557,148,0.041831543244771056,-38,34.535640693666906
14,14.0,"test, blood, result, covid, symptom, feel, sick, lab, time, back",388,0.040756302521008404,186,0.031093279839518557,202,0.0570944036178632,16,83.6229690548697
15,15.0,"pay, insurance, bill, charge, service, month, visit, receive, send, money",655,0.06880252100840337,390,0.06519558676028084,265,0.07490107405313737,-125,14.886724355350708
16,16.0,"people, place, rude, work, bad, patient, job, treat, give, employee",564,0.059243697478991594,345,0.057673019057171516,219,0.06189937817976258,-126,7.32813920908398
17,17.0,"pain, give, medication, back, med, home, finally, send, severe, medicine",501,0.05262605042016807,320,0.053493814777666335,181,0.05115884680610514,-139,-4.364930751837204
18,18.0,"wait, hour, room, emergency, minute, sit, time, check, long, back",751,0.07888655462184874,597,0.09979939819458375,154,0.04352741661955907,-443,-56.38509108572825
19,19.0,"nurse, baby, make, child, son, daughter, experience, feel, give, time",530,0.05567226890756303,321,0.05366098294884654,209,0.059072922555115884,-112,10.085427640094462
