,dominant_topic,topic_keywords,doc_count_all,doc_pct_all,doc_count_t1,doc_pct_t1,doc_count_t2,doc_pct_t2,doc_count_diff,doc_pct_diff
0,0.0,"doctor, care, patient, visit, office, test, medical, year, give, issue",13143,0.09802722356889801,8244,0.09759446917321717,4899,0.09876418764994052,-3345,1.1985499656207579
1,1.0,"make, feel, experience, time, question, baby, good, son, child, daughter",10946,0.08164087264590714,6360,0.07529122075954163,4586,0.09245408543838074,-1774,22.795306684762533
2,2.0,"insurance, pay, review, send, money, charge, bill, receive, month, company",11613,0.08661570016781651,6789,0.08036982668813335,4824,0.09725218232768179,-1965,21.005838055441686
3,3.0,"call, appointment, time, office, day, make, phone, week, back, schedule",11533,0.08601901920566847,7611,0.09010086182403637,3922,0.07906779831865009,-3689,-12.245236374024309
4,4.0,"service, people, place, bad, customer, prescription, pharmacy, rude, give, location",14218,0.10604512399776245,8195,0.09701439530258547,6023,0.1214241074128581,-2172,25.16091764952958
5,5.0,"care, patient, staff, hospital, nurse, family, facility, home, stay, day",10254,0.0764795823233265,5607,0.06637702433942608,4647,0.09368384976715118,-960,41.1389719552487
6,6.0,"wait, hour, room, time, minute, back, check, walk, leave, long",12045,0.089837777363416,8503,0.10066057391798466,3542,0.07140697135253916,-4961,-29.06162902397168
7,7.0,"work, pain, year, treatment, life, back, therapist, session, body, month",13944,0.10400149170240537,8562,0.10135903021119425,5382,0.10850150192528678,-3180,7.046704866068961
8,8.0,"staff, great, recommend, good, highly, friendly, professional, nice, experience, love",23444,0.17485735595748647,15785,0.18686665403920827,7659,0.15440598350906196,-8126,-17.37103427952182
9,9.0,"surgery, make, result, procedure, feel, eye, year, treatment, skin, good",12935,0.09647585306731307,8816,0.10436594374467278,4119,0.08303933229844969,-4697,-20.43445465160342
