,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.04864719251678083,0.05183140165870485,0.048081270082108184,-7.235250169945666
Topic_1,0.051552333030666204,0.04345585064233061,0.05299130290395876,21.942850319767086
Topic_2,0.05223206224419204,0.044546501139794754,0.05359799998828063,20.319213893097196
Topic_3,0.05047594312612303,0.042584350762047266,0.05187849834943459,21.825265434528138
Topic_4,0.04835495273665609,0.05127705354461045,0.0478356142353549,-6.711460724359945
Topic_5,0.04995183464245435,0.059188286417909935,0.04831026053613041,-18.37868020873791
Topic_6,0.051443127540287376,0.053837706343729974,0.05101754435587349,-5.238265482282988
Topic_7,0.04843074724705487,0.04592573299299034,0.048875957879385784,6.423903755321092
Topic_8,0.04766958656395432,0.0433080912483788,0.048444745461435644,11.860726402365133
Topic_9,0.04985048688505085,0.0535367444498333,0.049195336496709326,-8.109211715688275
Topic_10,0.04744683612823969,0.04737535339193812,0.047459540596558755,0.17770253643101805
Topic_11,0.05376106902630671,0.07153895960012903,0.05060144392994682,-29.26729125949499
Topic_12,0.049352856673256104,0.058842937866023876,0.04766620557262923,-18.994177889014153
Topic_13,0.049756284351474174,0.05044705243900245,0.04963351567000122,-1.612654713543302
Topic_14,0.05064472029103535,0.04493662141309343,0.051659208055618945,14.960151500323338
Topic_15,0.050754596691373666,0.039995554062961895,0.05266677749597334,31.681579940270655
Topic_16,0.05225285410195456,0.05062719395018262,0.05254177907831001,3.7817326593517055
Topic_17,0.04758049993258737,0.053932334654149226,0.046451602423018414,-13.870588542295362
Topic_18,0.05087166213785799,0.04519724825698948,0.05188016314255678,14.786110091412095
Topic_19,0.04897035413269463,0.04761502516519962,0.049211233746715134,3.3523211968858337
