,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.07964753486960773,0.07798476824640257,0.07994305469690408,2.5111140220537056
Topic_1,0.10489715999392105,0.10152601438770395,0.10549630623214626,3.9106152924320443
Topic_2,0.10460886777874844,0.10687559593472763,0.1042060072065947,-2.4978468702652505
Topic_3,0.09830869000379597,0.10058741692988775,0.09790369691681905,-2.6680474506461653
Topic_4,0.08181403581188625,0.07470319112928618,0.08307783047988487,11.210551013952
Topic_5,0.10121987516101365,0.10086645121994389,0.1012826884148821,0.4126616827537435
Topic_6,0.10755433790998545,0.10513658353940358,0.10798404003659057,2.70834033342904
Topic_7,0.10167851242250164,0.1080080800420886,0.10055357239562347,-6.901805534882444
Topic_8,0.09450042105349285,0.09442626549502793,0.09451360055657203,0.09249022090013267
Topic_9,0.12577056499504777,0.1298856330755278,0.12503920306398383,-3.7313056854608386
