,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.05035475397481978,0.051486952589442275,0.048426663307389796,-5.943815137895753
Topic_1,0.04916233396903286,0.049244207829936784,0.049022905934821476,-0.4493968019133683
Topic_2,0.05155578077012857,0.051678169554597225,0.051347357380325996,-0.6401391092649499
Topic_3,0.04938864653714471,0.048744695124219924,0.05048527101046265,3.570800641602292
Topic_4,0.05031161468937759,0.04973370113939085,0.05129577922361708,3.140884447445659
Topic_5,0.04946497997437111,0.04904120897647241,0.05018664567467242,2.3356616243892545
Topic_6,0.049163653890433645,0.04840776341380937,0.050450906281191574,4.220692556928491
Topic_7,0.04944954237883747,0.051138276621510964,0.04657369295542704,-8.925963031307669
Topic_8,0.049251859693609006,0.0491515673210637,0.04942265374419539,0.5515315948338441
Topic_9,0.05128705534991389,0.051924806592792166,0.05020098952748433,-3.3198333868173253
Topic_10,0.05152929893858203,0.051518942808524204,0.051546935029478276,0.05433384193869847
Topic_11,0.04964765848319576,0.049250043323997995,0.05032478179681383,2.1822081774538207
Topic_12,0.04988216774100663,0.049613060248176175,0.05034044744449303,1.4661203978917912
Topic_13,0.04966321190926602,0.04863592278208407,0.051412645756993204,5.709201791750504
Topic_14,0.049936808953363894,0.04860360939425748,0.05220719649352392,7.414237634154398
Topic_15,0.05047111014057967,0.05001320367700398,0.05125090722520644,2.47475357946637
Topic_16,0.050963797028286156,0.05279251016676795,0.04784956893247782,-9.362959288497011
Topic_17,0.04919349569934209,0.04942978912159711,0.04879109709507834,-1.2921196668421735
Topic_18,0.0501765764756128,0.050384383422315944,0.049822689242903576,-1.114818007604289
Topic_19,0.04914565340334883,0.049207185891900936,0.04904086594340478,-0.33799930941291545
