,dominant_topic,topic_keywords,doc_count_all,doc_pct_all,doc_count_t1,doc_pct_t1,doc_count_t2,doc_pct_t2,doc_count_diff,doc_pct_diff
0,0.0,"hospital, care, family, mom, bad, life, mother, treat, admit, year",822,0.09193602505312605,476,0.08525882142217446,346,0.10303752233472305,-130,20.852623360243435
1,1.0,"call, insurance, pay, bill, send, receive, month, service, appointment, charge",947,0.10591656414271335,586,0.10496149023822318,361,0.10750446694460988,-225,2.4227711521769546
2,2.0,"pain, give, nurse, put, back, home, med, leave, start, night",852,0.095291354434627,557,0.09976715027762852,295,0.0878499106611078,-262,-11.945053640760355
3,3.0,"patient, nurse, people, call, rude, talk, treat, wife, person, hear",845,0.09450844424561011,474,0.08490059108006448,371,0.11048243001786778,-103,30.13152041977971
4,4.0,"nurse, make, feel, experience, time, baby, child, son, daughter, stay",831,0.09294262386757633,496,0.08884112484327422,335,0.09976176295413937,-161,12.29232309938712
5,5.0,"place, day, work, people, time, bad, give, make, thing, food",628,0.07023822838608657,372,0.06663084363245567,256,0.07623585467540203,-116,14.415262541067086
6,6.0,"doctor, test, day, time, home, discharge, back, explain, result, week",672,0.07515937814562129,390,0.06985491671144546,282,0.08397855866587255,-108,20.21853667476062
7,7.0,"room, wait, hour, emergency, minute, check, back, time, sit, leave",1109,0.12403534280281847,857,0.15350170159412502,252,0.07504466944609887,-605,-51.11150647402917
8,8.0,"staff, care, good, surgery, great, experience, professional, team, nice, friendly",1487,0.16631249300973044,949,0.16998029733118394,538,0.16021441334127456,-411,-5.745303510607384
9,9.0,"patient, medical, facility, treatment, care, state, request, provide, health, refuse",748,0.08365954591209036,426,0.07630306286942504,322,0.0958904109589041,-104,25.670461122901795
