,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.10002740763841618,0.09940612568562052,0.1010603490149684,1.6641060276098945
Topic_1,0.10011370967130397,0.09984751135040147,0.10055629014348941,0.7098612509234923
Topic_2,0.09960651726884012,0.10015656213537616,0.09869201444279159,-1.4622583496875825
Topic_3,0.09994447399426716,0.09820199579762635,0.1028415126398435,4.7244628834002595
Topic_4,0.09950230706586868,0.09868319452763212,0.10086416093751012,2.2100687156690193
Topic_5,0.09870095841260382,0.09839854745518274,0.09920374589779891,0.8183031797119912
Topic_6,0.09928479464658962,0.09830051756564862,0.10092125055572965,2.6660419039307826
Topic_7,0.1005829966313054,0.10540449509980879,0.09256678878447377,-12.179467586442906
Topic_8,0.10284868802353551,0.10371519105181472,0.1014080428755661,-2.224503616925318
Topic_9,0.09938814664726825,0.09788585933088594,0.10188584470782819,4.086377137908148
