,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.04886958197804346,0.0443723672734185,0.04945136974102417,11.446318462815645
Topic_1,0.05114228407299558,0.04718936296143494,0.0516536586196386,9.460385514956133
Topic_2,0.049810710743592904,0.05270615766997288,0.04943613765763484,-6.204246632459409
Topic_3,0.05002843872302594,0.043874842848933934,0.05082450629218007,15.839745494188131
Topic_4,0.04895688183988092,0.06264872616062574,0.047185619402654234,-24.682236504419063
Topic_5,0.05002555702085929,0.04788770560209749,0.05030212282351633,5.041831073470942
Topic_6,0.05007838301082775,0.07003484821359118,0.04749669011647331,-32.181347817562695
Topic_7,0.04983284097049713,0.04968809789098603,0.04985156583865805,0.3289881372208445
Topic_8,0.05080321851527457,0.05726042757026091,0.04996787365007704,-12.735765745436685
Topic_9,0.04937412215111926,0.04384167568187159,0.05008983395643828,14.251641109489546
Topic_10,0.04984720724228437,0.052693969828504036,0.049478932266426266,-6.101338677919541
Topic_11,0.04901788153645018,0.05405475515436436,0.04836628012823403,-10.523542304253764
Topic_12,0.04864171217738661,0.048482784158812416,0.04866227209779826,0.3702096364720053
Topic_13,0.04973371917309363,0.04609276123113359,0.050204736217038956,8.921086253187875
Topic_14,0.04850216920328176,0.05116658982973939,0.04815748312140263,-5.880999140942908
Topic_15,0.053273452205226564,0.048891349256224965,0.05384034839304444,10.122443360855616
Topic_16,0.051572940363225,0.04416697009581224,0.05253102290043353,18.937347946841253
Topic_17,0.048362702205886794,0.044501225909030516,0.0488622468805586,9.799777157696496
Topic_18,0.0515400448329253,0.04488465145184069,0.052401028059488805,16.7459841271417
Topic_19,0.05058615203412552,0.045560731211345296,0.051236271837281584,12.457088538831428
