,T1: 2020-01-01 to 2020-03-15,T1: 2020-01-01 to 2020-03-15,T1: 2020-01-01 to 2020-03-15,T1: 2020-01-01 to 2020-03-15,T1: 2020-01-01 to 2020-03-15,T2: 2020-03-16 to 2020-06-10,T2: 2020-03-16 to 2020-06-10,T2: 2020-03-16 to 2020-06-10,T2: 2020-03-16 to 2020-06-10,T2: 2020-03-16 to 2020-06-10
,total_reviews,avg_review_rating,total_facilities,avg_fac_reviews,avg_fac_rating,total_reviews,avg_review_rating,total_facilities,avg_fac_reviews,avg_fac_rating
all_data,5583,2.415547196847573,1757,60.6107000569152,2.647979510529311,3358,2.363311494937463,1398,69.53004291845494,2.586194563662375
covid_data,158,1.8860759493670887,134,166.26865671641792,2.6977611940298507,889,2.3397075365579303,574,112.02439024390245,2.6080139372822297
tele_data,4,2.0,4,51.0,2.75,23,2.3043478260869565,23,135.04347826086956,2.8043478260869565
merge_data,0,,0,,,15,2.4,15,130.6,2.6666666666666665
