,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
223,223,18.0,0.1084,"wait, hour, room, emergency, minute, check, long, time, sit, arrive","i would not waste my time and money coming to this er. i would've never taken my daughter to an emergency room especially during the pandemic. i took her for severe abdominal pain, and they would not test her for anything at all. they literally checked her for a uti and said she was negative. and that she had something viral. i asked for additional testing on my daughter, and the doctor said no. my daughter had a 101 temperature, and she also had a cough but she refused. so we came home my daughter was screaming from her stomach pain & then fast forward i had to take her to an urgent care where without me even asking they tested her for strep, offered the x-ray and did urine test as well as sent out another culture! her wbc is elevated so they are sending it out. children's sent out her urine but never called. so i decided let's call and find out what her results are since clearly her wbc is elevated and the girl who answered the phone was so rude. i asked her for results and she said she could pull up the last 24 hours on results but that's it, if not she would get fired. wow... i wasn't even pressuring her for results. i said well i want to know what they are because my daughter has an elevated wbc at an urgent care and she said she couldn't access it and if they didn't call me , that everything is fine ! how is everything fine if she has a high wbc somewhere else? horrible experience ! please do not take your kids here. i seriously thought because it was a children's hospital they would've had more compassion for the children and the parents. but they don't. don't waste your time. you won't get answers here."
224,224,17.0,0.12,"good, food, lot, nice, thing, place, parking, area, pretty, work",banner good samaritan staff is the best.  these doctors and nurses and all staff provided us with great care. they are truly angels on earth.  please do not take a handful of masks.  the medical staff didn't  even have enough for themselves because people were taking many at a time.
225,225,5.0,0.0811,"pain, give, back, doctor, leave, arm, fall, severe, head, break",they only care if you're a covid-19 patient. misdiagnosing stroke patients and sending them home without treatments and having them walk out (no wheelchair)! horrible care.
226,226,18.0,0.0976,"wait, hour, room, emergency, minute, check, long, time, sit, arrive","very unprofessional. first nick the security guard was talking about another patient in front of patients. everything about the place was horrible. they tested me for covid i was there for three days, still don't have my results. meant to call yesterday to see in my results were in. they werent testing people's temps or anything when walking in. the employees were taking their own temp and writing it down not cleaning the thermometer it was pretty nasty. none of the patients has mask on or temps taking once entering the building yes when admit but that was it."
227,227,9.0,0.0838,"test, doctor, back, blood, result, symptom, covid, home, send, high","larkin community hospital and their president jack michel believes it's okay to jeopardize the health and safety of the community by charging $150 per covid-19 test. this is clearly an act of price gouging and that fake ""doctor"" should be arrested for threatening our safety and economy at such a trying time."
228,228,13.0,0.1086,"insurance, pay, bill, charge, send, service, money, receive, month, cost","please go to any hospital but this one . horrible hospital. my mom went stayed at this hospital for a week , we asked that they call us and keep us updated especially with this pandemic they need to understand how hard it is not to be there by their sides . they were very not understanding and did not keep us updated. my moms iron levels were already low and they were taking so much blood from her . one worker in particular named donna was rude and did not want to call, talk or update us. horrible care !!! consider going to greenville hospital like prisma or st. francis, they are much more educated. they kept my mom there for a week and did so many tests i can't even begin how many , and they still didn't give us a straight answer on what the problem was. so we decided to get her out of there asap and guess what they said since she didn't agree to do the last few tests she wouldn't be getting paper work or results of her heart and brain and all of the test results . they are liars!!! they mixed up so much stuff and were obviously not telling the truth about a lot of things. please , do not go here ..."
229,229,5.0,0.1052,"pain, give, back, doctor, leave, arm, fall, severe, head, break","would recommend you stay away.  this hospital suspended a doctor for simply wearing a mask in the hallway during the covid-19 outbreak.

if that's the hospital's official stance, expect this hospital to consider their image to be a priority over public health and common sense.

to suspend a physician during a pandemic peak in unconscionable.  the hospital's response to this non-issue reflects a lack of preparedness and a lack of the unified front that will be needed to secure the healthy and safety of all patients in their facility.

you're better off going to a hospital that is taking an abundance of caution."
230,230,15.0,0.0726,"room, walk, bed, leave, floor, clean, door, patient, sit, put","the fools in charge of this hospital suspended a doctor because he wore a surgical mask in the hallways.  he was only reinstated after the media started asking questions.

if this is how little regard they have for our safety, i recommend you stay away until the administrator responsible is removed."
231,231,13.0,0.0749,"insurance, pay, bill, charge, send, service, money, receive, month, cost","shame on this place: nyt- ""dr. nikicicz said, he was told that his job was at risk because policy at the hospital where he works, university medical center in el paso, prohibited the use of protective masks in the hallways. ""wearing that mask is essential for me,"" dr. nikicicz, 60, who has asthma and hypertension, said in an interview.

after he refused to back down, dr. nikicicz was removed from the schedule, effectively suspending him from work without pay.

this was an article by matt richtel"
232,232,5.0,0.1104,"pain, give, back, doctor, leave, arm, fall, severe, head, break","yesterday drove my son over to college medical ctr. walked over to main er main entrance and waited in line outside of er amd noticed right away emt screening patients was not wiping blood pressure cuff after every patient and also carry on about patients and how many positive covid and death they've with security!!! very unprofessional , hippa violation and not following cdc precautions . change of shift came on not wearing mask and greeted each other with hugs..and screening patients without mask . stay away from this place!!"
233,233,3.0,0.153,"patient, place, facility, staff, make, lie, member, group, treatment, therapy","i would like to leave a zero but the lady in the er that answered the phone was nice and did check to see if my daughter had checked into er. if not, this would be a zero. i only wanted to state: 
when you call someone from a hospital at 6 am you better leave a message. you know what someone is thinking to see a missed call when they wake up? why would your staff call and leave  a message that is just call music. 
i called all three locations to see if a family member had been checked in overnight. i was told no at all three places. so why do you guys call me then during a pandemic and leave a message with call music? scare or stress someone out for nothing. 
then when i get lb er and ask well what is your policy? would that person call back? i don't know, she says, i would but don't know what someone else would do. policies by definition are the rules for a company's operation, and as such, are the way you should all operate. or does your hospital allow everyone to make up the rules as they go along. i doubt that. there should be a policy somewhere in your operating procedures on how a staff member in that hospital does their job in every instance, including notification of family. so hearing someone from your staff say they do not know what another would do in that case, makes me wonder if your staff knows what procedures are. if not, is retraining in order? 

either way leaving a message of only music and not calling back is ridiculous during a pandemic. i called the operator and spoke to someone else to see what the policy was so i could know if i should keep trying to find out who called me. the lady also did not know policy. i cannot believe there is not a policy handbook given out when staff goes through orientation. or do they think reading it is optional? really? 

i think someone should check into this hospital. i am surprised with all these reviews they have not already been investigated. the behavior is unprofessional and unacceptable.

let me suggest that if you do not have a policy on notification, you get on it as part of your next risk management review for your organization. i also suggest that these yelp reviews are an indicator of how well your hospital is performing, and if you are not resolving the issues mentioned here, that you are missing an important part of your risk assessment, every patient deserves a standard of care. do you have the bar set too low???!!!"
234,234,9.0,0.0786,"test, doctor, back, blood, result, symptom, covid, home, send, high",covid19 drive-thru test is one of the worst experiences i ever had in my life. they put the ear cleaning tip up in your nose so deep that my tears started pouring out right away. it's a really sharp pain for a moment and i been feeling soo much discomfort and headache all day long.
235,235,9.0,0.1224,"test, doctor, back, blood, result, symptom, covid, home, send, high","it's hard to put an exact star rating. every medical facility has its good and bad. but my two stars are a reflection that if i had time on my side and another choice of a medical provider, would i choose dominican? no. why?

my mom was rushed here. while the er care got my mom forwarded to icu where she belonged, they didn't explain to my sister what a dnr was. my sister was hysterical and passed over the care to me. i lifted the dnr because we didn't know yet what was going on and she deserved to be revived (if she coded) and time to be diagnosed.they need to explain legal definitions to people when they are making these kind of decisions.

the icu was a dream team. every single one of her nurses, if we weren't in a pandemic where i can't go in the hospital, i'd give them all hugs for their a+ care and compassion. dr. singh soon became my favorite doctor ever. he got to know who my mom is. he listened. he respected us. he's the guy you'd trust with your life because he's trustworthy by going above and beyond with earning it.  even specialist that we interacted with in the icu was just top notch. 

so why the low rating? once we had her moved to telemetry, the hospitalist was abusive screaming at me instead of giving facts or letting me check with the experts that i needed to verify risk versus reward in what was being requested. i fired her. then i got the grim reaper dr. binesh. he spoke fatalistically and pushed hospice on us when we didn't have a terminal diagnosis. when we said we didn't want it, he also sped up discharge to less than 24 hours but notified us on a saturday evening when we couldn't get in home care set up because it was after business hours. i had expressed to them that my mom's wishes was after she was stable enough, her transition goal was to be cared for at home. when my mom was able to talk she told the doctor that she wanted to go home as her next step. so why weren't they helping us?

hospice would get preferential treatment with a magic extension to allow her to stay in the hospital if they took the case,  but we weren't allowed to have an extension to set her up at home with a home health care company outside of hospice. without a terminal diagnosis, isn't that medicare fraud if you engage hospice? we didn't go that route because it wasn't applicable or part of our goal to let our mom go when she was still recovering and we didn't know what was going happen next.  

what happened felt unehtical and like medical blackmail. our only other option was to contest it with medicare and be on the hook for the bill for that time in the hospital past the premature discharge. so now she's in rehab (against her wishes but our best option under these circumstances) until we can get home health care set up because any money that we do have should be reserved for making her better, not fighting the grim reaper and his games. 

they never notified us that they were transitioning her meds from iv to oral. they are supposed to notify you as soon as possible to discuss discharge so you have time to plan. that wasn't done. it would be one thing if she's magically better and could walk out.  she's not ambulatory, can't feed herself, requires meds, still not all coherent, requires aids, nurses, physical therapy, occupational therapy and meds to sustain her. it is pretty heartless to push her out that fast and not give the family time to discuss decisions, find a nursing organization, medical equipment and assist us with setting up support. they passed the buck. unless we chose hospice. no seriously, what's up with that? do they get a commission or something for patient referrals? (shakes head)

i'm happy that she's out of there. when you have a few rotten apples, it spoils it for the bunch. what we went through was extra hard because there are precautions that no one enters the hospital.i appreciate that. i had to advocate over the phone with limited time, limited information. they could have taken extra time or found a way to better share her chart or scheduled extra time to allow the medical advocate to absorb information and get back to them,  and/or not freaked out when you request a consult from a specialist where the risk is to make the best decision possible. even the discharge nurse said get back to me. i said i'd call her right back and she didn't tell me that it was the end of her shift that she was going home. i couldn't get a hold of her and it was someone else on shift the next day. what's wrong with these people? seriously, i hope someone treats them the way that they treat others some day so that they get a taste of their own medicine. 

your name is dignity health. the icu lives up to that name but there are other parts of the hospital that definitely need fixing."
236,236,10.0,0.0978,"care, medical, facility, receive, health, provide, treatment, professional, center, physician","while i no longer rec. rex hospital urgent cares i am a big fan of their outpatient labs . recently they have increased their hours so that if you are ill on the weekend your family doctor can order labs on saturday and sunday !! likewise if you need to have a lab order already in the system completed, you can go on the weekend when they are not very busy and crowded,  thus lessening your exposure during the pandemic . 
note: currently the rex hosp. outpatient lab  closes at 1 p.m. sat. and sunday. 
m-f the hospital site outpatient lab closes at 6 pm 
it's  cary outpatient lab closes at 5 m-f and is not open sat -sun. 

this is a really big deal . before if you needed lab work on the weekend your family doc. had to send you to an urgent care with the related increase in expense . 
 the majority of the lab staff are pleasant and good at what they do 
rex  has made some unfortunate decisions regarding throat and nasal cultures that may require a visit to labcorp instead, but for the most part i highly rec rex outpatient labs . further praise :rex hospital labs do an an excellent job at turn around times on labwork  and the results are often available much more quickly than from its competitors"
237,237,3.0,0.09,"patient, place, facility, staff, make, lie, member, group, treatment, therapy","beware the 5th floor surgery aftercare - 
spine surgery hospital stay april 2020 review
kaiser morse avenue, sacramento, ca


nurse ratchet, a male nurse, the evening of 4/3/20. 

this nurse refused to give me pain medication after spine surgery 4/1/20. he literally allowed me to scream in pain with uncontrollable shaking and teeth chattering 3 hours 4/3/20. 

i was ignored, the call button not answered, i screaming for help in severe pain. literally screaming help, i need help! when he did come in he explained calmly and coldly, that i could have two pills at a certain time, he refused to call for break thru pain. i say again he refused to call a doctor for break through pain medication. 

when a wonderful woman nurse (the older of the two wonderful indian nurses) came in and witnessed this, as they pulled the computer stand outside the door i could hear her whisper to him something like ""what's wrong with you, why won't you help her"" i desperately called the hospital from the my cell phone trying to reach someone on the 5th floor over ad over trying to reach a person to come help me to no avail. i should have called 911 i now realize. this was during covid so i had no one there to advocate for me. i did end up screaming ""i want an advocate"" "" i want an advocate now"" 

the damage done to my new spine hardware, bone grafts and incision cannot be undone from the shaking and rigid body due to severe pain. not to mention the psychological damage done by this and one other experience during this hospital stay. a nurse eric, telling me the night of 4/2/20 that i had to go home the next day after surgery, which was not true. he has no bedside manner and should have training around simple human interactions. i assume the smile he had was that he was enjoying fucking with my head, i was in tears with confusion and fear of having to be transported home [2 hours drive] with fresh spine surgery. luckily the absolutely stellar nurse, corey, intervened and took care of me shewing eric away. i can't say enough about how wonderful corey is.



the good

dr. sinatra, his team and his pa were wonderful. 

corey, bernie, the 2 wonderful lovely indian princesses 5 out of 5 stars. i'd give corey more stars if i could. 



the bad

 male nurse the night of 4/3/20, i don't know his name. this man should have his nursing license suspended until he successfully graduated from sensitivity training and a refresher on how to be a nurse and what proper procedures are. 

 eric - male nurse, no bedside manner, mind fuck. 

 everyone on staff the night of 4/3/20 who didn't help.

 the food lady and several of the nurses, both male and female, were rude, unfriendly and surly. it really showed who was jaded and burnt and just downright not suited to working with people. seriously, if you hate your job find another one.
 


the rest

 this was during covid so no family or advocates allowed. i believe it was a ""the cat is away the mice will play"" situation. 

 these experiences have scarred me and i've had to seek therapy to try to get past what happened during this hospital stay.



the purpose

 hopefully kaiser will improve the training and supervision of this floor but more importantly that this never happens to another human being."
238,238,17.0,0.0862,"good, food, lot, nice, thing, place, parking, area, pretty, work","my wife and i had our baby girl at sequoia hospital and we'd just like to say a huge thank you to the incredible healthcare professionals at sequoia hospital who took care of us and our baby girl. with covid-19 and everything else going on in the world, it's can be an especially stressful time right now. you all have have given us the support and confidence that we so deeply appreciate as new parents. 

special shout-out to all the nurses, including ute, luvic, emilie, stephanie, delores, annie and lina, as well kathleen (the pediatrician) and all the other staff, including the front of house, catering (the food was amazing!), lab technicians and cleaners. 

you are true heroes!"
239,239,18.0,0.0891,"wait, hour, room, emergency, minute, check, long, time, sit, arrive","i am writing this review to warn other's about the incompetent management at the iha st. joseph hospital. i will begin with my experiences in 2019.
i went to see my doctor about very painful knees. he is a extremely good doctor who somehow ended up in this incompetent institution they refer to as a hospital. he referred me to the orthodontic department at iha st. joseph hospital. i went there thinking i was finally going to get my knee looked at and repaired.
after a year of suffering with the pain, and going back and forth and seeing different doctors there at iha st. joseph hospital, i finally realized this place is doing very little for me except for racking up medical bill with very little accomplished.
at this time in december, i went to see a doctor in the beaumont system in taylor. his name is dr. eberhardt. i was very fortunate as i later found out he is the doctor the nurses themselves recommend.
i had a full replacement knee in 1  1/2 months, january 9th. at this time i realized that i had spent a whole year in pain dealing with the iha orto department. wow! my knee is doing great thanks to him.

my next experience is with another department just yesterday (06/03/2020).
i am having severe anxiety and have falling into a depression. i don't know how to handle this or what to do. it is very scary. with my doctors referral i went to the iha emergency room to get admitted for some time to get me through with what i thought was professional help. i walked in begging for help because i did not know what to do and all i can really do is cry. i was checked in and placed in a room. this room had no usable sink and no bathroom in it. i was visited by a nurse right away around noon. another nurse come in and drew blood for the lab and i was given a covid test, (never got the results from that test by the way)they brought me a sandwich and a glass of water. a short time later a psychologist came to see me and asked a few question and wanted to know why i was there. i again begged for help and explained that i just don't know what to do. she assured me they would help. she asked all kinds of very good questions and i told her i was having a hard time functioning in daily life. she finished her questions and left. a short time later, i got a call from a social worker and fielded questions from her and again begged for help. she told me i would most likely be admitted shortly. 
i laid in that bed for the next 7  1/2 hours. i approached the desk with 2 nurses and asked what was going on? i am a anxiety/depression patient. they told me a bed was being prepared now. i said that is all fine but in 30 minutes which was 8:00 p.m. i would be leaving and will go to the beaumont system if they can't help me. a doctor came to see me at their urging and he gave me an anxiety sedative to help. i said i needed help and to please get me a bed in a room. i agreed to stay a bit longer.
i sat in that room for 11  1/2 hours with nothing but a bed and a tv that predominantly played hospital commercials and music with but a few channels to try and watch. at 11:00 p.m. i found the strength to walk out to seek care at a more professional facility. as i was leaving, i saw nobody including nurses anywhere around. i walked out the door at 11:00 and will be going elsewhere for help. 
i am writing this in hopes of saving anybody reading this a lot of trouble. 
as a side note, my wife is a nurse, and i do know what goes on in hospitals. i am not just some impatient customer. both experiences should not have happened. i am afraid iha has no real customer friendly managers. incompetence seems to be the norm here.!
gary morin
06/04/2020"
240,240,13.0,0.1143,"insurance, pay, bill, charge, send, service, money, receive, month, cost","this was the most horrible hospital that i've ever seen. took my wife to the emergency room cause she was in a lot of pain and heard that crozer/keystone medical was very good hospital, well they were totally incorrect. the nursing staff was the worst, the nurse in the er had trouble putting in an iv line and didn't even put in in correctly and when my wife got admitted and brought to her room, the nurse saw it and said that needs to be changed, left and never came back to change it. it took the next shift nurse to fix it. when she called for a nurse took forever for them to come and see her needs. then when she went in for surgery to have her gallbladder removed and because of covid-19 and no visitors allowed, i had to call to find out information with my wife. the operation was scheduled for 9:30am and was told about 1 - 1 1/2 if  no complications. called at 11am to see if my wife was out and told she was not even in the or yet. finally heard from the surgeon around 3:45pm after calling and complaining, and the surgeon said had issue with her blood pressure and had to do an open procedure to remove the gallbladder and said she was doing fine in recovery and will be moving to a step down unit to be monitored. my wife didn't get to a room in the step down unit unit 6pm and this is where more of the horrible, horrible, nursing started again. first, they put my wife in a room with an elderly women who has multiple fractures in her pelvis, and was having multiple accidents in her bed, which the smell was so bad and making my wife very sick. then my wife heard a nurse ask this poor woman, ""would you like  to be resuscitated or die comfortably""?  which is just uncalled for an unprofessional conduct from a nurse. when a cardiologist finally decided to check up on my wife he noticed she had a blown iv line and when my wife informed him that she has been calling for nurse to fix it, no one would respond. the cardiologist got a hold of a nurse and said this needs to be changed immediately and which, it was not changed an hour later after they were told by the cardiologist. because it took so long to change it, my wife's hand was so swollen and gave her a lot of pain. the worst thing, she was put in this so called step down unit to be monitored for her heart(cause she had a premature heart beat in recovery and had to be watched closely) and blood pressure was very low(again in recovery)
and the nurses did not hook her up to any of the automatic equipment to be monitored at the nurses station. when in pain, made her suffer for over an hour before coming in and asking what is her problem. she noticed when she had trying calling for a nurse and no one ever responded, either they disconnected her call button or just ignoring completely, when because her room was directly across from the nurses station, hearing they talking loud and laughing. finally, we had enough and talked to the surgeon, along with a patient experience rep., my  informed both of the horrible non-treatment  she was given and wanted to be discharged immediately, where she would get better care at home, since she could not get it from this hospital. her surgeon agreed with my wife once hearing her story, and the patient experience rep. didn't do a damn thing once he heard all the complaints, cause even when my wife was waiting to get discharged, the nurses still refused to come to her needs when she called. so please do not respond with ""sorry to hear about your bad experience within our hospital"" and ""please feel free to reach out to our patient experience for further assistance"" because first, it means nothing and second, we already talked to a patient experience person which did absolutely nothing. this hospital is a disgrace to be allowed to be open to treat patients and should be investigated to prevent further occurrences like this from happen now and going forward. this does not stop here because we will be filing an official complaint with the hospital and the proper associates that will and can do something about the pain and suffering my wife went through. i would not recommend this hospital and please research other reviews and you will see the horrible reviews patients gave this hospital for their nursing staff experience, which received 2.4 stars. i give zero!!"
241,241,8.0,0.095,"call, mother, speak, phone, back, information, patient, number, contact, leave","i was diagnosed with a malignant neoplasm shortly after the coronavirus was getting into full speed.  i am a special needs bus driver, so with school being closed i am not working and do not have insurance at this point.  i mailed in my paper work to swedish for a biopsy.  a nice fellow phoned me to say that they did not get my insurance info.  i explained my situation, he said that they don't help people that don't have insurance.  long silence.  i asked if i was supposed to just die.  long silence.  he said he would mail me a document to sign to see if they would do it at a discount or for free.  he assured me it would go out in that days mail.  it's been 15 days.  there's my sign, swedish really doesn't care if you live or die"
242,242,9.0,0.0925,"test, doctor, back, blood, result, symptom, covid, home, send, high","i was there this past week to have a procedure done. the hospital itself needs to be updated, but that's all the bad i can say about it.
my nurses were amazing!! debbie was my am nurse and she was helpful, caring and made me feel at ease!! she was gentle with my iv (as was the other nurse who put in my 2nd one but i don't remember her name). my drs were awesome!! dr. franks (anesthesiologist) was kind and great to talk to (& plus he has the good stuff) he helped me relax and was very kind during my heart procedure. he even came to check on me after. dr. badhwar was my cardiologist and he was awesome!! good bedside manner, easy to talk to, answered all my questions (multiple times apparently) and did a good job fixing me up!!
all the nurses that were in the or with me were great!! my recovery nurse was a doll!! jennifer has a bedside manner!!! she was sweet, caring and very fun to talk to!! she helped me out lots! it was like i was there with a friend i had known for years! 
my experience here was great!! if need be i won't hesitate to come back! i live almost 4 hours away so that tells ya something! 
all of the staff i encountered there were very nice people! they made me feel relaxed, this was good bc with the covid going on my husband was not allowed to be with me at all! i was able to keep my phone with me in pre op and in recovery!!! this made me feel good that i was able to still talk with my husband and kids. 
thank you all!!!"
243,243,5.0,0.0713,"pain, give, back, doctor, leave, arm, fall, severe, head, break","i don't like needing hospitals or being sick so this review is biased. i had great nurses for my stay, annie and addy. i'm home now and although the coronavirus was everywhere, i felt safe."
244,244,17.0,0.1049,"good, food, lot, nice, thing, place, parking, area, pretty, work","my 92 year old mother experienced a fall that resulted in a fracture of her pelvis and sternum. this by her doctors instructions require that she sleeps in a bed at a 30 degree angle. the case worker at the hospital refuses to authorize a hospital bed for her convalescence at home. they would rather send her to a nursing facility then allow her a hospital bed for home care. she is high risk for the corona virus, and home care is the safest option. her case worker is unreasonable. home care services tell us that a hospital bed is often approved for this type of injury and that likely her case work just doesn't want to do the paper work required. i cannot recommend this facility as it appears that some of the staff is lazy and does not want to do their job!"
245,245,1.0,0.0893,"nurse, baby, child, son, daughter, time, make, check, experience, give","i had an amazing experience at the birth place at longmont united. it was hard not to stress about the coronavirus, but the nurses and staff went above and beyond to keep us safe and focused on the job at hand. they then helped us recover quickly so we could relax in our own home. special thanks to nancy, who was with us during the main event. victoria, kylee, and penny v. were also really great and supportive."
246,246,17.0,0.096,"good, food, lot, nice, thing, place, parking, area, pretty, work","kept agaimst my will for 22 days in covid season, not allowed visitprs because of covid, meanwhile, staff comes and goes day in and out. doctors teleconferencing in on a computer screen, too fearful of corona, but still using the human living cadavers as products for harvest. i a breast feeding mother was injected with haloperidol against my will, good only for lulling hospice patients into a zombie like calm. evil. this place does not know god, do not allow these demoms to treat your family, they will kill them. there was a suicide while i was locked away here the whole month of april 2020. psychotic doctors and nurses, pure evil pure evil"
247,247,9.0,0.1019,"test, doctor, back, blood, result, symptom, covid, home, send, high","i had to bring my elder mom for surgery to providence saint joseph medical center. she is usually a patient of cedars sinai medical center (csmc). my mom has nothing but positive feedback about the csmc and she is a very patient woman who does not complain. i am a doctor and so is my sister, and i treat my patients as i would have treated my own family, but when my mom comes in tears and tells me of inhuman and barbaric treatment by the providence saint joseph medical center it breaks my heart.

today my mom had a surgery and the treating doctor is contracted with providence saint joseph medical center. we were very pleased with the doctor and thus did not want to change the provider and had to schedule procedure with providence saint joseph medical center. let me summarize todays experience as an outline. 

- i brought my mom to check in at 0900, due to the covid-19 i was not allowed to be with her in the hospital and was asked to wait outside the building and the nurse will call me once she is ready for the pick up.
- my mom has an extensive medical history that includes: heart issues, diabetes, arthritis and spinal stenosis.
- after she was checked it, she was escorted for the covid-19 testing. the testing center was of long distance and because of heart issues, arthritis and spinal stenosis she had difficulty to walk and was in pain. the escort, instead of offering a wheelchair or some sort of assistance just crossed hands and implied that she should walk slower. my mom had to walk to and from the testing place in pain and no support.
- the treating doctor talked to me before heading to the hospital and on the way from the hospital, as i was waiting downstairs, and there were no problem with the procedure. procedure lasted 2 hours and was finished at around 1400. 
- she was taken into the recovery room where she was placed under observation of nurses.
- as i was not allowed to be with and was calling every 40 to 50 minutes the provided number to check on her status and every time i called i was told that she is ok and is sleeping. but when i picked up my mom at around 1720 she told me how she was neglected and mistreated. i have never  heard her to say anything so negative about the health providers.
- since she came out of anesthesia nobody came to check on her, she is diabetic and was asked in pre-op to fast and no water since midnight before the procedure. so nobody came and checked if she needs some food or water. she could have easily gone into hypoglycemic shock and nobody would even know to intervene. in addition, once she came out of anesthesia the oximeter was not on her finger. once again, she could have had post operative complications and nobody would have know. the room was cold and there was no way to ask call a nurse to give her a blanket and what was worst she needed to use bathroom but been weakened by the procedure she could not walk by herself and spent about 2 hours calling for help and assistance. she could not call too loud as the procedure was done within the area that inhibited breathing and talking and she try to call for help and hit on the side of the bed to attract any attention. until somebody walked into the room hours later and asked what she wanted. when mom asked the person who walked who are you the reply she got was ""and who are you"" which was uncalled for. when she asked why nobody came to check on me in such a long time she was told that because she has medicare they do not have to check on her. seen how upset she was somebody asked for supervisor who tried to smooth everything out and started to offer food, drink, help, etc. 
- as i said i was not with her and could not represent to helper and take names and prevent this abuse and negligence. when they rolled her outside for me to pick her up at the curbs nothing i could have done and just listen to my mom tell me what happened in tears on our way home. 

this is unacceptable behavior and elder patients who can not stand for themselves should not be treated these way.  the providence saint joseph medical center personnel lied to me every time i called and allowed this negligence and abuse to continue without any repercussions. the website for the hospital does not have options to file a complain and reading all the negative reviews it seems not to care for the well being of their patients."
248,248,13.0,0.0982,"insurance, pay, bill, charge, send, service, money, receive, month, cost",they charged $2300 for a blood test and flu test! my insurance paid $1600. they are sending me a bill of almost $700 to pay them for a blood test and flu test!!! i have moved twice and then the coronavirus situation happened. they have sent me to collections after knowing to give a grace period due to the world state. i have excellent credit. these people are heartless scums. i am curious if they are practicing insurance fraud. to charge $2300 for a blood test and flu test doesn't seem right to me.
249,249,17.0,0.1221,"good, food, lot, nice, thing, place, parking, area, pretty, work","if i could give this emergency room a negative rating, i would. amid the corona virus outbreak, my mother had a horrific accident happen to her at home and experienced a head injury and wound. she was bleeding and couldn't stand so we carefully rushed her to the er. the nurse stationed in the front screened her for a temperature and cleared her to go in. only to then tell my father and i no one would be allowed in with her. this lady is going through a head injury and needed assistance but absolutely no one was helping her. after seeing my mother cry non stop i had lost my patience with this staff. how do you call yourself a professional staff that provides care for patients when you disregard patients with no care. you would hope healthcare providers and nurses would have more sympathy and understanding for patients in pain. after begging for help multiple times they still refused to provide assistance until a bed was available. all while, i could see the girl at the desk was having lunch eating a sandwich, the staff in the triage and back room were all talking, giggling, just going through their shift. the care received throughout our entire visit to this er and the hostile responses from the staff mortified me. i hope someone from management reads this review and takes action because i surely will be."
250,250,14.0,0.0801,"surgery, day, home, husband, stay, nurse, procedure, admit, surgeon, morning","i'm only leaving a second star because the facility was clean and quiet and the nurses were very friendly. 

however, i came in with a fever that i had for 10 days, and some stomach issues. i had previously tested negative for covid-19. the doctor insisted that i have covid, and that was his diagnosis. i continuously asked if i could have a retest to confirm this, and he flat out refused. i found out from a clinic that i have salmonella, not covid. i'm so thankful that i didn't take the doctors diagnosis seriously."
251,251,3.0,0.0758,"patient, place, facility, staff, make, lie, member, group, treatment, therapy","i was so scared to deliver my baby during the coronavirus, especially it being a csection. however the hospital definitely put me at ease. they were checking temperatures at the door and we're being very strict about visitors. all the doctors and nurses were very careful and washed their hands and wore gloves all the time. the nurses were so sweet and attentive. i had a really good and calm experience. thank you so much!"
252,252,5.0,0.0785,"pain, give, back, doctor, leave, arm, fall, severe, head, break","the only reason i came to this hospital was because my gastroenterologist has privileges here. my first concern on 5/29/2020 in the middle of the covid-19 pandemic, when visitors aren't allowed in the hospital due to fears of transmission, was that the chairs in the er waiting room were placed right next to each other! i had to step around a man in a wheelchair to take a seat 6' away from him. next while transported in a wheelchair to the gi lab, the attendant had us share an elevator with another patient. we were barely 2' apart. 

didn't the hospital get the memo?"
253,253,17.0,0.1553,"good, food, lot, nice, thing, place, parking, area, pretty, work","i'm so disappointed in this hospital! my sis is still in the hospital in to much pain more pain then before she went in. she had surgery done april 27th ""gallbladder removal"" thought it would be something simple. my sister has had two c-section and this gallbladder removal is worse pain ever for her. she has a very high leave of pain tolerance. she can take pain but this is pain that won't go away. today april 29th and she still in so much pain. to top it off no one can be there with her to do this stupid covid-19.  so you would think ok they have nurses that will take care of her. well nope  one. my sister has probably had one nurse that is so nice and caring her name is rhey bless her thank you rhey for being nice and carrot my sister in her time of needed. and linda too blessed them thank you.
josie on the other hand is so rude!!! my sis has not been getting her medication on time she has been in so much  pain it's unbelievable. that josie nurse if you not happy there why work. these people don't go have surgery and stay for the fun of it. it's like come on have some compassion!!! if my sister could do this over again we would pick another hospital. you hear all these ""front line"" workers working but yet you will always find a rotten one. yes this is personal this is a life my sister is in pain and the only thing i can do is write this review and hope the dr will see her to make sure she ok. and the nurse do there job. rhey and linda are the only two that she said have been so nice  and caring. josie girl please leave you personal life at home. if you are just rude just to be rude and people get on your nerves then look in to ano job!  god please watch over my sister please"
254,254,2.0,0.0833,"life, die, year, heart, hospital, friend, find, end, lose, save",the staff at palm west is amazing. i am a first time mom. i brought my little bundle of joy into the world 06/18 at 11:10 am. it was honestly the best birthing experience making the experience empowering and everything i never thought i would have.  the staff was encouraging and positive every step of the way from l/d to discharge. i  was given so much information as a new parent without being overwhelming. they were attentive without intruding on my family getting to know each other. a comforting presence there to do a job but still show they care.  i was hesitant because no tour due to covid but after this experience i will be having every child there.
