,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19
0,0.020833333333333332,0.01919934640522876,0.044526143790849675,0.02246732026143791,0.04779411764705882,0.07475490196078431,0.0298202614379085,0.020016339869281044,0.02165032679738562,0.17769607843137256,0.034722222222222224,0.03227124183006536,0.023284313725490197,0.01919934640522876,0.11968954248366014,0.03227124183006536,0.03390522875816993,0.0363562091503268,0.13766339869281047,0.051879084967320264
1,0.05305867665418227,0.04931335830212235,0.06554307116104868,0.04556803995006242,0.04556803995006242,0.05056179775280899,0.02933832709113608,0.05305867665418227,0.10923845193508115,0.054307116104868915,0.04556803995006242,0.03682896379525593,0.06304619225967541,0.03058676654182272,0.04931335830212235,0.041822721598002495,0.04431960049937578,0.060549313358302125,0.03058676654182272,0.041822721598002495
2,0.04140461215932914,0.04769392033542977,0.037211740041928724,0.11477987421383648,0.06865828092243187,0.026729559748427674,0.029874213836477988,0.04559748427672956,0.10953878406708595,0.0749475890985325,0.034067085953878404,0.0319706498951782,0.027777777777777776,0.025681341719077568,0.06132075471698113,0.04874213836477988,0.05083857442348008,0.06656184486373165,0.026729559748427674,0.029874213836477988
3,0.05158730158730159,0.038888888888888896,0.05634920634920636,0.061111111111111116,0.03571428571428572,0.03730158730158731,0.03571428571428572,0.05634920634920636,0.05317460317460318,0.042063492063492074,0.03730158730158731,0.045238095238095244,0.057936507936507946,0.042063492063492074,0.06269841269841271,0.0642857142857143,0.038888888888888896,0.0896825396825397,0.057936507936507946,0.03571428571428572
4,0.03497942386831276,0.059670781893004114,0.030864197530864196,0.08299039780521263,0.030864197530864196,0.03223593964334705,0.03497942386831276,0.07338820301783265,0.030864197530864196,0.03635116598079561,0.059670781893004114,0.030864197530864196,0.05555555555555555,0.0541838134430727,0.04869684499314129,0.05281207133058985,0.03635116598079561,0.144718792866941,0.030864197530864196,0.03909465020576132
5,0.031684027777777776,0.030815972222222224,0.07508680555555555,0.07855902777777778,0.05078125,0.026475694444444444,0.020399305555555556,0.0681423611111111,0.04383680555555555,0.07769097222222222,0.03515625,0.08637152777777778,0.048177083333333336,0.029079861111111112,0.061197916666666664,0.028211805555555556,0.04296875,0.10026041666666667,0.028211805555555556,0.03689236111111111
6,0.04565772669220946,0.03735632183908047,0.05140485312899107,0.09546615581098342,0.04501915708812261,0.0322477650063857,0.0980204342273308,0.05395913154533845,0.0322477650063857,0.08014048531289912,0.06289910600255429,0.04246487867177523,0.028416347381864628,0.10185185185185186,0.05140485312899107,0.01947637292464879,0.02777777777777778,0.04438058748403577,0.024584929757343554,0.0252234993614304
7,0.043035993740219096,0.038341158059467924,0.08215962441314556,0.047730829420970275,0.06338028169014086,0.03677621283255087,0.08215962441314556,0.04147104851330204,0.04147104851330204,0.06338028169014086,0.04147104851330204,0.05086071987480439,0.038341158059467924,0.05868544600938968,0.04147104851330204,0.03521126760563381,0.06025039123630674,0.039906103286384983,0.05712050078247262,0.03677621283255087
8,0.03160345974717233,0.036260811709913514,0.056220891550232875,0.08216899534264806,0.03759148369926814,0.04291417165668664,0.08483033932135729,0.05954757152361943,0.10345974717232204,0.10013306719893547,0.032934131736526956,0.02960745176314039,0.03692614770459082,0.05156353958749169,0.06220891550232868,0.0302727877578177,0.04823685961410513,0.02894211576846308,0.02894211576846308,0.015635395874916837
9,0.025503573749187786,0.02128005198180637,0.035899935022742045,0.10542560103963614,0.042722547108512025,0.0771604938271605,0.05409356725146199,0.02907732293697206,0.061890838206627684,0.03330084470435348,0.05474333983105913,0.016406757634827813,0.050194931773879146,0.06611435997400911,0.0573424301494477,0.043372319688109166,0.03979857050032489,0.07358674463937623,0.07488628979857051,0.03719948018193633
10,0.03535353535353536,0.04978354978354979,0.061327561327561335,0.04834054834054835,0.05411255411255412,0.041125541125541135,0.036796536796536806,0.04545454545454546,0.04978354978354979,0.0468975468975469,0.05555555555555556,0.04545454545454546,0.05266955266955268,0.04834054834054835,0.05555555555555556,0.06709956709956712,0.05411255411255412,0.07287157287157288,0.04545454545454546,0.03391053391053392
11,0.06442080378250592,0.028959810874704495,0.037234042553191495,0.0786052009456265,0.030141843971631208,0.06442080378250592,0.04787234042553192,0.03486997635933807,0.1046099290780142,0.028959810874704495,0.03250591016548464,0.03132387706855792,0.03486997635933807,0.06560283687943264,0.10106382978723405,0.05260047281323878,0.028959810874704495,0.04905437352245864,0.05496453900709221,0.028959810874704495
12,0.012529550827423165,0.03380614657210401,0.051773049645390055,0.09432624113475174,0.05082742316784868,0.03238770685579195,0.05271867612293143,0.03380614657210401,0.07163120567375886,0.09385342789598106,0.028132387706855784,0.03380614657210401,0.06832151300236405,0.03995271867612293,0.05508274231678486,0.03806146572104018,0.05130023640661937,0.06548463356973994,0.07115839243498817,0.021040189125295504
13,0.02665165165165165,0.019894894894894894,0.03190690690690691,0.07845345345345345,0.06343843843843844,0.04842342342342342,0.07244744744744745,0.031156156156156155,0.027402402402402402,0.0686936936936937,0.052177177177177174,0.024399399399399398,0.0259009009009009,0.0656906906906907,0.0762012012012012,0.04842342342342342,0.045420420420420424,0.10773273273273273,0.053678678678678676,0.03190690690690691
14,0.012366818873668188,0.01769406392694064,0.04433028919330289,0.04965753424657534,0.06640030441400305,0.07819634703196347,0.08276255707762557,0.07286910197869102,0.021118721461187213,0.054604261796042615,0.056126331811263315,0.02302130898021309,0.03215372907153729,0.059931506849315065,0.0869482496194825,0.029490106544901064,0.03139269406392694,0.11054033485540335,0.04965753424657534,0.02073820395738204
15,0.028196538246789495,0.015354550530429924,0.07453936348408709,0.08179787828029032,0.06393076493579004,0.06393076493579004,0.07174762702400891,0.05053042992741484,0.021496370742601894,0.05108877721943047,0.06225572305974315,0.01758793969849246,0.014237855946398656,0.032104969290898934,0.10580681183696257,0.0795644891122278,0.035455053042992735,0.06951423785594639,0.042155220547180336,0.018704634282523728
16,0.03727144866385373,0.03305203938115331,0.05977496483825598,0.035864978902953586,0.03164556962025317,0.03164556962025317,0.05977496483825598,0.07946554149085795,0.034458509142053444,0.04571026722925457,0.052742616033755275,0.058368495077355836,0.0710267229254571,0.03164556962025317,0.04992967651195499,0.09915611814345991,0.04008438818565401,0.06258790436005626,0.04289732770745429,0.04289732770745429
17,0.026515151515151516,0.020622895622895623,0.06355218855218855,0.03998316498316498,0.032407407407407406,0.07028619528619529,0.055134680134680134,0.032407407407407406,0.05345117845117845,0.07533670033670034,0.04671717171717172,0.023989898989898988,0.04419191919191919,0.06439393939393939,0.07533670033670034,0.05345117845117845,0.04335016835016835,0.10984848484848485,0.04503367003367004,0.023989898989898988
18,0.012934690415606446,0.03244274809160305,0.06424936386768448,0.09987277353689568,0.03880407124681934,0.026929601357082274,0.043044953350296865,0.050678541136556406,0.048982188295165395,0.05746395250212044,0.05025445292620865,0.026505513146734522,0.05364715860899067,0.06636980491942324,0.060432569974554706,0.06424936386768448,0.06509754028837998,0.03244274809160305,0.09139100932994063,0.014206955046649703
19,0.04032258064516129,0.04032258064516129,0.042114695340501794,0.042114695340501794,0.056451612903225805,0.042114695340501794,0.04032258064516129,0.04032258064516129,0.04032258064516129,0.05465949820788531,0.04032258064516129,0.07258064516129033,0.04032258064516129,0.07258064516129033,0.04032258064516129,0.0492831541218638,0.08691756272401434,0.05465949820788531,0.06362007168458782,0.04032258064516129
20,0.03048780487804878,0.03048780487804878,0.03861788617886179,0.054878048780487805,0.034552845528455285,0.06707317073170732,0.048102981029810296,0.041327913279132794,0.06029810298102981,0.09688346883468835,0.04539295392953929,0.03319783197831978,0.03726287262872629,0.03861788617886179,0.061653116531165314,0.061653116531165314,0.04403794037940379,0.06300813008130081,0.07249322493224933,0.03997289972899729
21,0.025676937441643323,0.0611577964519141,0.06582633053221289,0.0676937441643324,0.0350140056022409,0.03127917833800187,0.0611577964519141,0.04341736694677871,0.04715219421101774,0.08169934640522876,0.03034547152194211,0.04061624649859944,0.02661064425770308,0.03221288515406162,0.06582633053221289,0.049019607843137254,0.07703081232492998,0.06209150326797386,0.06582633053221289,0.03034547152194211
22,0.03294001966568338,0.039823008849557515,0.026057030481809237,0.0703048180924287,0.039823008849557515,0.05653883972468042,0.039823008849557515,0.05653883972468042,0.026057030481809237,0.12045231071779741,0.060471976401179926,0.05063913470993116,0.02409046214355948,0.04768928220255653,0.042772861356932146,0.03588987217305801,0.03687315634218288,0.12045231071779741,0.04768928220255653,0.02507374631268436
23,0.020224171539961016,0.02997076023391813,0.0689571150097466,0.11476608187134504,0.054824561403508776,0.05579922027290449,0.06213450292397661,0.03192007797270956,0.04264132553606238,0.12158869395711502,0.05628654970760234,0.02997076023391813,0.014376218323586746,0.07724171539961015,0.054824561403508776,0.03533138401559455,0.028021442495126708,0.05092592592592593,0.030458089668615986,0.01973684210526316
