,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.10493539200622244,0.10485832662143219,0.10494512658114338,0.0827783186208664
Topic_1,0.10782732557186407,0.10877576943007645,0.10770752213714256,-0.9820636512441197
Topic_2,0.09348506697461649,0.0915871309440569,0.09372480626268713,2.3340345926284733
Topic_3,0.10085340217127288,0.10238749630279682,0.10065962185992247,-1.6875834503896878
Topic_4,0.10070159258873242,0.09646982161703425,0.10123613207989415,4.940726937156773
Topic_5,0.09109035687234517,0.09214868608405073,0.09095667318244548,-1.2935755812274905
Topic_6,0.07376139678685215,0.07133490286238652,0.07406790128257405,3.8312218991309424
Topic_7,0.09129902475516935,0.0859860259279283,0.09197014039650499,6.959403465852057
Topic_8,0.10853876713165886,0.10744916581620216,0.10867640098203235,1.1421542052075535
Topic_9,0.12750767514126723,0.1390026743940355,0.1260556752356545,-9.314208676071729
