,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
1883034,GgmZWPpIq6dnNRtPU9h_lQ,tGh7Pdrplf1r6IxoK4hHHQ,1,"hello, i'm outpatient and recieve medication through pharmacy since i recieved my kidney which i take great care., i called the pharmacy earlier in week and talk to zooms who said no refills i said okay but out so please ask the pharmacy to please barrow a few pills until we get the priscription all while kept talking over still i told no problem it would be fine., friday came and i only recieved one prescription and so i back she said no we have not heard from your ., when ask the few colesteral pills she again talked over me and we don't have okay., no its not freakin okay.., and amid, this virus .., i tried looking around maybe i missed i couldn't believe these type of treatment was happening to me.., i called back and ask zoomi to speak to a supervisor it hung several times., i finally got i asked why she kept hanging she said no no boo boo., i said what ? street talk for the street off the lips of pharmacy to the patients., i want people to no how the treated me., she got on phone with jenny who just repeated that we don't have a prescription., and was arguing with me, i no her she doesn't no me patients who's not professional and who is this is not the first this has happened",Tiffany C.,2020-03-13,https://www.yelp.com/biz/advent-health-infusion-center-orlando?adjust_creative=upenn&hrid=tGh7Pdrplf1r6IxoK4hHHQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Advent Health Infusion Center,False,1,1.0,2020-03-13T13:16:42,,,https://www.yelp.com/biz/advent-health-infusion-center-orlando?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2501 S Orange Ave Ste 481,Orlando,FL,US,32806.0,,,Medical Centers,,,,,
3027225,U_YK-3xpLNsMtOH7U8tp4Q,0pvjqXX32K6w4lkjKqw9oA,5,"thank you go forward, dr chevon alderson and team! 
i found out about forward on instagram! i was immediately intrigued and wanted to investigate. 
what i found was that the model of this ""concierge"" type medical group would be a great fit for me. 
i am a middle-aged woman with no pre-existing health conditions, in general good health, rarely see a doctor and am rarely sick. yet there are things i want to keep an eye on and have the support and knowledge of a medical professional. i also have a very full life, i want to know my time is going to be used efficiently. the forward office visits and telehealth option is very appealing to me. 
i have not been disappointed. 
my first visit was extraordinary. 
from the moment i walked in to get checked in i was greeted with efficiency and polite regard. i was impressed with the body scan that gathered baseline info for the doctor. my tech who took blood was great, no pain or poking around for a vein. she offered me snacks knowing i could break my fast once the blood was drawn. 
within minutes dr. chevon alderson arrived, bright and happy to relay all the info that was coming in from the blood. 
super cool technology gave me a detailed view of all my test results. dr. alderson explained everything in terms that were interesting and understandable. 
i gave her my concerns and questions and all the while our conversation was relayed to a medical assistant via microphone to be added to my chart. as we were talking the information was popping up on the screen and would be waiting for me in my forward app. 
i really enjoyed my time with dr alderson and feel confident she will continue to provide me with the care and advice i need going forward!
thank you to all the innovative docs and support who made this possible, it's super cool. 

update: i am receiving covid-19 info and screening questions through my app and have testing available should i feel the need. also have a care giver a text message away if i have any questions or concerns. 
thank you again!",india D.,2020-03-13,https://www.yelp.com/biz/forward-san-diego?adjust_creative=upenn&hrid=0pvjqXX32K6w4lkjKqw9oA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Forward,False,12,5.0,2020-05-18T07:44:36,18333346393.0,https://goforward.com,https://www.yelp.com/biz/forward-san-diego?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4305 La Jolla Village Dr Ste 2518,San Diego,CA,US,92122.0,,,Preventive Medicine,Internal Medicine,,,,
3067327,B0QV7l6SIQ8msY7Nx_l_qA,kYImy5YHALaODu-pUD4ihQ,1,"so.....i have the flu, and a compromised immune system due to ms...and i work with the public.  i'm overall very healthy, but thought i should double check because we are currently in the thick of the coronavirus.  i spoke to a doctor on the phone who recommended i go in and get tested.  now, keep in mind, people that are going in to get tested are ill.  they don't feel good.  like myself.  i don't want to go in because i feel terrible, but feel obligated to do so.  there was basically no one there and they got me in after approximately 5 minutes.  so far so good.  after the vitals and a video chat with a doctor, i was to be seen.  in the meantime, they put me in a conference room.  for exactly 45 minutes i waited and listened to the staff chatting, laughing and carrying on through the paper thin walls and then i went home....so here we are in the midst of a global pandemic and this is as streamlined as kaiser can pull off...$900 bucks a month for absolutely nothing ever.  our plan is written in such a way that we will never get any real benefit from it...and we know that's not a mistake...they're sheisters and should be ashamed of themselves...",Jen S.,2020-03-10,https://www.yelp.com/biz/kaiser-permanente-tacoma-medical-center-tacoma?adjust_creative=upenn&hrid=kYImy5YHALaODu-pUD4ihQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Tacoma Medical Center,False,59,2.5,2020-04-08T15:19:45,12535963300.0,https://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-tacoma-medical-center-tacoma?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,209 Martin Luther King Jr Way,Tacoma,WA,US,98405.0,,,Medical Centers,Doctors,Urgent Care,,,
4266912,sVxhQCFPSGLZ3Zishkwe-g,26JFy5yZ8rdLYBcjiKnuDA,5,"i woke up which i felt was super high blood pressure in somewhat of a panic and needed to see someone right away.  right now with all the caronavirus panic the last thing i wanted was to go into a walk in clinic and wait with a bunch of sick people! (no offence sick people)  super convenient location and when i walked in i was extremely surprised at the decor at the clinic. it's more like a spa feel then a medical clinic.  well not quite a spa, but close! super clean and nicely decorated.   a pleasant gal greeted me at the door and sign me in and i was seen right away by doctor johnson.  

because they are by appointment i was the only one in the clinic which was really nice. the dr never made me feel rushed as a matter of fact i think it's one of the most thorough visits i've had.  she took her time to help me figure out what was going on.

i left with a minor prescription which gave me instant relief.  she also made a couple other recommendations which i super appreciated.  

that was friday, today is saturday and i feel 100% better based on her recommendation.  to top it off she called me today to see how i was doing...really? yes, she did.

i am someone who likes to take care of my own health situation and make sure i understand what's happening typically i'll go see a naturopath and a doctor at the same time to make sure everything's okay and i super appreciated that doctor johnson was open to the naturopathic community as well.  some drs just roll thier eyes.  

i agree with another review in saying this is a brilliant franchise and i'm looking forward to seeing what the new one in bellevue is going to look like the doctor was telling me about how awesome it's going to be.

i would recommend this zoom clinic and dr. johnson to anyone who has an issue.  she's 22 years in practice which is hard to believe because she looks like she's about 35.  

the easy online scheduling is awesome!",Sandra L.,2020-03-07,https://www.yelp.com/biz/zoom-care-redmond-redmond-2?adjust_creative=upenn&hrid=26JFy5yZ8rdLYBcjiKnuDA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care Redmond,False,3,5.0,2020-03-26T18:40:58,15036848252.0,https://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-redmond-redmond-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,16175 Cleveland St Ste 103,Redmond,WA,US,98052.0,,,Urgent Care,Family Practice,,,,
4561022,2UtcLR7l9oYzJdUiV1j2gQ,dMdpKAIYvuZPOOitX1aAUg,5,"after our 95-year-old friend broke her hip and became bedbound, roze room hospice stepped in and took over her care. up to now, the healthcare from her insurer was mediocre at best and we all know how that goes. a parade of beleaguered lvns, nurses and doctors calling it in day in and day out, dealing with yet another patient and never really seeing the person beyond the body in front of them. 

roze room hospice was a breath of fresh air and our saviour. i don't know how we would have taken care of her without the tireless and loving care from them. from the get-go they knew exactly what to do, ordering a hospital bed and all the necessary accouterments for her comfort. they knew the drill--diapers and wipes, her meds, an over the bed table, bedrails, a nebulizer, even an air mattress to keep the bed sores away. within hours of roze room taking over, everything was delivered and put in place, setting the stage for her optimal care and comfort. 

the roze room staff was top notch. laura, joy, keith, dr. patel, eryn, gareth, irma, and libby were all ever so professional and had plenty of heart. like me, they became enamored by our friend and took the time to get to know her.  it showed in how she was treated-- with genuine kindness and heartfelt compassion from day one up until the day of her passing. after her passing, laura and some of the caregivers were kind enough to follow up with condolence texts and touching notes as if she were family.  laura even helped me with returning all of the medical equipment and instructed me on how to safely dispose of the unused medications. 

the one piece of  feedback i would give to roze room is that i wish we had better direct access to her care team via mobile phone and text. i can understand why patients have to go through the main number to get a hold of her caregivers, but direct access to them would have been so much better. that being said, the switchboard was extremely responsive and quick in getting our messages out to the caregivers and laura the rn was kind enough to give me her number so that i could call and text when i needed to. 

thank you roze room. so grateful that you were there for us!",Senor K.,2020-02-11,https://www.yelp.com/biz/roze-room-hospice-of-san-gabriel-valley-pasadena?adjust_creative=upenn&hrid=dMdpKAIYvuZPOOitX1aAUg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Roze Room Hospice of San Gabriel Valley,False,10,3.5,2020-05-04T22:28:11,16264467673.0,https://www.rozeroomhospiceofsangabrielvalley.org,https://www.yelp.com/biz/roze-room-hospice-of-san-gabriel-valley-pasadena?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2700 E Foothill Blvd Ste 200,Pasadena,CA,US,91170.0,,,Hospice,Occupational Therapy,Massage Therapy,,,
4750088,qRUC-vsFKeYZV0I1EXdMzw,5xt-6i9BSGb6KnenmRBnow,1,"of all the medical providers i've ever had, been a client of or needed medical help from, petaluma health center is by far the absolute worst!! where do i begin...

hmm. their phone system is archaic. might as well plan to be on hold for an hour or more if you call in after 9:00 am when they open. 

service: horrible at best. i had a condition that needed medication. not a big deal i thought until i asked for the medication. no telephone appointments here. i had to go in, sit in a waiting room with 20 other people who were coughing, wheezing & hacking up whatever just to get my eye treated. when i asked ""why don't you have telemedicine"" i was told ""we're a bit behind the times"". no kidding sherlock! 

in a time when the cdc & the world health organizaiton are encouraging people to stay home, i had to physically go to the waiting room to see my doctor in person to get medication that i should've been able to have a video appointment for is appalling. 

absurd! ridiculous! unbelievable! are the only words that pop into my head about this company. they remediate health care back 30 years. progressive - no! helpful - no! focused on preventing disease - heck no!! 

run. run as fast as you can away from petaluma health center!! they do not care at all about patient safety or reducing the spread of disease. they advocate for spreading it. 

you have great doctors but your policies to deal with people during a pandemic are horrific! you should be shut down or at best your board of directors should be fired!",Cabernet Jay S.,2020-03-13,https://www.yelp.com/biz/petaluma-health-center-petaluma?adjust_creative=upenn&hrid=5xt-6i9BSGb6KnenmRBnow&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Petaluma Health Center,False,64,2.5,2020-03-13T15:43:05,17075597500.0,http://phealthcenter.org,https://www.yelp.com/biz/petaluma-health-center-petaluma?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1179 N McDowell Blvd,Petaluma,CA,US,94954.0,,,Medical Centers,,,,,
