,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
945499,CjnoNRQSaCSbRdS4JDi2bQ,NvF3O-F9dVl-_mQzRPMBAQ,5,"my 1st appointment with dr. wexler was in 2017. i was curious & somewhat apprehensive, as it was to take place over the phone, using telemedicine. 
i should preface my review by saying that the search for a psychiatrist who not only has excellent credentials but with whom you can feel comfortable is not easily accomplished. within minutes of speaking with him i wanted to yell ""eureka ""! dr. wexler has been working 
with me to manage & ""fine tune "" my medications. he has also been educating me about depression, anxiety & the ""how"" & ""why"" various medications work together -
all helping me emerge from the bleak, black wasteland that i have inhabited for far too long. within the 1st 7 
months of becoming his patient, dr. wexler did more to alleviate my symptoms stemming from major depressive disorder, generalized anxiety & fnd ( functional neurologic disorder) than had been the case for well over 8 yrs. he keeps abreast of the newest developments & advancements in his fields. the passion he has for his specialties is obvious. his written feedback following ea. appt. is prompt as is his response to e-mails. his reports are sent to my other treating physicians & therapist. the result: a team of professionals all working together for the same goal. my confidence in dr. wexler & in his ability to finally let me thrive cannot be overstated. how fortunate i feel to have become his patient!
ea california 

nb not à criticism but a fact of life: be aware that you will have to pay for your care out of pocket. no insurances are accepted.",Eileen A.,2020-03-07,https://www.yelp.com/biz/david-wexler-md-los-angeles?adjust_creative=upenn&hrid=NvF3O-F9dVl-_mQzRPMBAQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,"David Wexler, MD",False,40,5.0,2020-05-12T15:45:15,13108183821.0,https://www.davidwexlermd.com,https://www.yelp.com/biz/david-wexler-md-los-angeles?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10850 Wilshire Blvd Ste 1260,Los Angeles,CA,US,90024.0,,,Psychiatrists,,,,,
1020605,i1_RRP-chmNsa00RrNu8ew,bN_-dESvlo2AHudlX8Vp-A,5,"had my medical marijuana evaluation with dr. fu last week and everything went well. staff walked me through the entire process, totally professional. i did in in the clinic cause i didn't know it's done with telemedicine. doh. now i know. but the good thing is i got my documents and photo id right away. i'm loving the photo id and the quality. 

since i have been coming here for weight loss consultations in the past, it just made sense to go with dr. fu again. docking 1 star because the staff forgot to tell me that i could have done it online, which would have saved me the drive. 

at least i got to see the renovated building. if we're judging purely on the quality of service and knowledge of the doctor, the rating is 5 stars. ask about cbd, dr. fu knows quite a lot about alternative treatments.





type a message",Jessica H.,2020-01-16,https://www.yelp.com/biz/steady-care-medical-clinic-santa-ana?adjust_creative=upenn&hrid=bN_-dESvlo2AHudlX8Vp-A&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Steady Care Medical Clinic,False,135,4.5,2020-04-15T13:14:56,17145588033.0,http://steadycaremedical.com,https://www.yelp.com/biz/steady-care-medical-clinic-santa-ana?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2001 East 1st St Ste 102,Santa Ana,CA,US,92705.0,,,Medical Centers,,,,,
1020834,uXzPLCe_ZeAhLMxokm_cZQ,JppnEobQZ12MBZLjHpHJoA,4,"i love that zoom care allows for same day care... i was feeling under the weather with pain/ringing in my left ear so i thought i had an ear infection. i was able to get seen a couple hours after my pain started. i didn't have to wait at all and i was seen during my scheduled appointment. they take a lot of different insurance and they have an in-house pharmacy. 

my only concern is that i was only with the doctor for about 10 minutes max and she confirmed my ear infection but she also found out that i had a sinus infection and swollen nose... which apparently all connect together. she gave me some antibiotics, a nasal spray, and some probiotics and that was $71 out of pocket... not sure how much they charged my insurance but i was caught off guard because it's definitely a lot higher than expected! my insurance usually covers 100% with a $35 co-pay so i was confused with their charges... they don't give you a receipt on the spot, you have to check the statements online and they make you view your status online.",Krystal L.,2020-02-04,https://www.yelp.com/biz/zoom-care-university-seattle?adjust_creative=upenn&hrid=JppnEobQZ12MBZLjHpHJoA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care University,False,25,4.0,2020-03-29T03:04:08,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-university-seattle?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4540 University Way NE,Seattle,WA,US,98105.0,,,Family Practice,Urgent Care,,,,
1026409,zhuFLoMZJTCYe0n-q5C8gw,__ohuGpjWGJbXx6lkh9Nkw,5,"needed to get my teeth whitened before the wedding. i didn't think i really needed it but the wife to be insisted.  i didn't think the zoom products actually work but went ahead with it.  after an hour, it's safe to say my teeth have never been whiter and brighter.  no more yellow teeth!  i've been getting a lot of compliments on how white and shiny my teeth are.  i guess i really did need it!  the nurse was great and explained each step along the way.  at the end, the owner also gave me some special toothpaste for sensitivity teeth, which i thought was very nice.  fyi the sensitivity wasn't as bad as i had expected it to be.  highly recommend!",Milad S.,2020-01-07,https://www.yelp.com/biz/cupertino-dental-and-facial-esthetics-cupertino-3?adjust_creative=upenn&hrid=__ohuGpjWGJbXx6lkh9Nkw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Cupertino Dental and Facial Esthetics,False,44,5.0,2020-05-23T14:50:46,14088651777.0,http://smilegallery.com,https://www.yelp.com/biz/cupertino-dental-and-facial-esthetics-cupertino-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10413 Torre Ave Ste 600,Cupertino,CA,US,95014.0,37.3167886,-122.0296345,Cosmetic Dentists,Medical Spas,Skin Care,,,
1079999,Fp7dwkcSQO8QqIAAPiH1vg,OaPL7-szj5h4CmDvYzRDkA,1,first time member at kaiser 1/1/2020. have gotten sick  3 times in the last month. decide to try to seek help and get a prescription through my new health care provider. go through the evisit option only to be advised that i actually need to call the nurse hotline. i do. have to wait 1.5 hours for a call back where in the nurse advises i gargle with saltwater. i do. symptoms worsen by the next day. attempt virtual visit...don't qualify since i haven't had an in person visit yet.  call to make an in person office visit...no availability until tomorrow afternoon and that appts with a diff dr. kaiser permanente...so far u 100% suck and i 100% regret switching over to u. two thumbs down. i'll now be waiting in urgent care for the next 3 hours. god help  me if they tell me to gargle salt water again.,Tasha B.,2020-01-27,https://www.yelp.com/biz/kaiser-permanente-ontario-vineyard-medical-offices-ontario?adjust_creative=upenn&hrid=OaPL7-szj5h4CmDvYzRDkA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Ontario Vineyard Medical Offices,False,202,3.0,2020-05-01T11:13:00,18887500036.0,http://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-ontario-vineyard-medical-offices-ontario?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2295 S Vineyard Ave,Ontario,CA,US,91761.0,,,Medical Centers,,,,,
1407931,ZhogP3o3lqoSZm7BZSZ4hA,3A4K4s1BdUL-VsL_s9vlDg,5,"had a virtual appointment with my 18 month old and they needed to do some testing so were going to send someone to our home within 20 minutes! there was some confusion and miscommunication about pricing but they remedied (pun intended) it with excellent customer service.

we will definitely use remedy for our future sick care needs. just a tip- make sure to call and specifically mention your child's age if you're doing a virtual visit.

remedy is a life saver for this mom of 4.",Natalie H.,2020-02-12,https://www.yelp.com/biz/remedy-urgent-care-austin-4?adjust_creative=upenn&hrid=3A4K4s1BdUL-VsL_s9vlDg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Remedy Urgent Care,False,195,5.0,2020-03-31T16:15:38,18447363395.0,http://myremedy.com,https://www.yelp.com/biz/remedy-urgent-care-austin-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,Austin,TX,US,78735.0,,,Urgent Care,Home Health Care,,,,
1407946,ZhogP3o3lqoSZm7BZSZ4hA,zkRS29GMSYFg4Euzdo1Dyw,5,"such a good experience with these people. our family has used them twice now. once was strictly a video conference and the second time they did a video and came out to the home to do labwork. overall, both times the care was exceptional and everyone we have dealt with their has had such a caring personality. highly recommended.",s a.,2020-01-26,https://www.yelp.com/biz/remedy-urgent-care-austin-4?adjust_creative=upenn&hrid=zkRS29GMSYFg4Euzdo1Dyw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Remedy Urgent Care,False,195,5.0,2020-03-31T16:15:38,18447363395.0,http://myremedy.com,https://www.yelp.com/biz/remedy-urgent-care-austin-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,Austin,TX,US,78735.0,,,Urgent Care,Home Health Care,,,,
1409588,D2NYH_iCQlMTa74UR0Aduw,apFfX2MhFaSfYlQE8yOcvw,5,"i came in because of a sinus infection and they treated me like a human and not a piece of cattle like all of the other doctor's offices i've been to. they diagnosed me, gave me the meds that i needed and i was out the door in  20 minutes. we really like zoom+care. we have also ya amen my daughere to a different location on alberta in portland. the doctor was also very helpful with my daughter and diagnosed her skin rash was  poison ivy or oak. they actually care about their patients and not just shove as many meds as possible into them. we will only use  zoom from now on.",Matthew N.,2020-01-19,https://www.yelp.com/biz/zoom-care-grand-central-vancouver-vancouver?adjust_creative=upenn&hrid=apFfX2MhFaSfYlQE8yOcvw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,ZOOM+Care Grand Central - Vancouver,False,13,3.0,2020-04-01T11:46:23,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-grand-central-vancouver-vancouver?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2510 Columbia House Blvd Ste 107,Vancouver,WA,US,98661.0,,,Family Practice,Urgent Care,,,,
1493706,d3B9SUJX80wwa0BCV5vSBw,rlgfVyBpyOEI_w9liRpeng,1,"how many stars do you give to a clinic that almost killed you? since zero stars isn't possible i guess i'll have to settle for one star. let this serve as a psa to get your own doctor and to never visit a zoomcare if you value your life. there is a reason you never have to wait at a zoomcare, they want you in and out and fast as physically possible. my obvious symptoms were ignored and i was shoved out the door.

less than 4 hours later after i left zoomcare, where my symptoms were ignored i was experiencing a medical emergency which was only amplified because zoomcare, and their terrible pa ignored my symptoms. if i would have listened to the advice of this zoomcare, and the ""super""clinic they referred me to, i would be dead. my husband without a partner and my children without a mother.

so to zoomcare if you're reading this, these are the telltale signs of epiglottitis:
severe sore throat
fever
a muffled or hoarse voice
abnormal, high-pitched sound when breathing in (stridor)
difficulty breathing
difficulty swallowing
drooling

i experienced 6/7 of these symptoms when i came into the clinic, which i told the pa. this pa faked a strep test and sent me on my way after explaining i was having a hard time breathing, in addition to 6 of these 7 tell tale signs of epiglottitis. if you want to see where i ended up at the end of the night, check out my review of the super clinic on ne grand.",Jenna T.,2020-01-06,https://www.yelp.com/biz/zoom-care-mississippi-portland?adjust_creative=upenn&hrid=rlgfVyBpyOEI_w9liRpeng&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care - Mississippi,False,45,3.0,2020-02-19T19:24:50,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-mississippi-portland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3872 N Mississippi Ave,Portland,OR,US,97227.0,45.550669734878,-122.67528672451999,Family Practice,Urgent Care,,,,
1493709,d3B9SUJX80wwa0BCV5vSBw,Bh_KlGNYcGBvvcsODPWmJQ,1,"there's a reason his location is poorly rated. linsey zocco is a terrible pa. do not see her. i repeat do not see her. i had lunch with a friend today and our conversation went like this:

friend: ugh i had a terrible zoom care experience.
me: which location?
friend: missippi
me: (gasps) no, who did you see?
friend: zocco
me: omg me too!

this is a person that should be in a lab. she should not be dealing with the public. she has a terrible attitude. she doesn't listen to you when you describe what you are experiencing, she says she performs tests that she does not. she is rude, off-putting and gives zoomcare a very bad name. she is the reason i have banned zoomcare for myself and my entire family.",Jessica T.,2020-01-15,https://www.yelp.com/biz/zoom-care-mississippi-portland?adjust_creative=upenn&hrid=Bh_KlGNYcGBvvcsODPWmJQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care - Mississippi,False,45,3.0,2020-02-19T19:24:50,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-mississippi-portland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3872 N Mississippi Ave,Portland,OR,US,97227.0,45.550669734878,-122.67528672451999,Family Practice,Urgent Care,,,,
1577652,FsrHO3o53cjrdMwTBEOsKw,3xdvMdugFl3aZyxtzx8zsg,5,"suddenly came down with a stomach flu bug.  called regenerate me and amazing customer service from the get go. the call was disconnected on my end and the reached back out to me to verify i still wanted services. they scheduled me for about 2 hours later and had me do a video chat with a doctor to go over my medical history. 

my nurse, amber, showed up on time. very communicative and informative of everything she was doing, as she was doing it. answered all of my questions and got my iv started.  she stayed right next to me and making sure i was comfortable the entire time and even covered me with my own blanket. 

thank you for this service and we will definitely recommend and use their services again if needed!",Rayne W.,2020-01-25,https://www.yelp.com/biz/regenerate-me-las-vegas-2?adjust_creative=upenn&hrid=3xdvMdugFl3aZyxtzx8zsg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Regenerate Me,False,54,5.0,2020-03-28T00:16:38,17027782800.0,http://www.regenerateme.com,https://www.yelp.com/biz/regenerate-me-las-vegas-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3535 S Las Vegas Blvd,Las Vegas,NV,US,89109.0,,,IV Hydration,Concierge Medicine,,,,
1588941,apVI8C26LytocvyT1iSACw,f_EFeVP87dAzd1rX4KQN8A,1,"this place is horrible.  the last 2 office visits were supposed to be well visits which my insurance pays 100%.  they didn't do that and now are billing for my copayment.  also, when you call they don't return your call.  you get switched from 1 person to the next and then put on hold and then disconnected.  the medical assistant is never available.  i have been trying to get a refill on a prescription for over a week. my pharmacy has called them with no luck either and sent 3 faxes.  i have made close to 24 phone calls.  most of my calls are disconnected.  they switch you all over the place and some tell me that a request has been sent but no one is responding. i left numerous messages with the medical assistants and have not heard anything.  i am out of my medication and now think i will do better with a virtual doctor.  done with this mad house that you wait 2 plus hours to get past your appointment time.",Bea R.,2020-02-04,https://www.yelp.com/biz/healthlinc-michigan-city-michigan-city?adjust_creative=upenn&hrid=f_EFeVP87dAzd1rX4KQN8A&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,HealthLinc - Michigan City,False,2,1.0,2020-02-04T15:54:18,12198726200.0,https://healthlincchc.org,https://www.yelp.com/biz/healthlinc-michigan-city-michigan-city?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,710 Franklin St Ste 200,Michigan City,IN,US,46360.0,,,Family Practice,Obstetricians & Gynecologists,Pediatricians,,,
1615702,i1DEFCp75q6iEkaKW7n5dA,6ugi5xrHJV6oR56qX0aQSQ,1,"how many stars do you give to a clinic that almost killed you? since zero stars inset possible i guess i'll have to settle for one star. let this serve as a psa to get your own doctor and to never visit a zoomcare if you value your life. there is a reason you never have to wait at a zoomcare, they want you in and out and fast as physically possible. my obvious symptoms were ignored and i was shoved out the door.

after visiting the zoomcare location on mississippi (also a 1 star review) it was recommended that i check out a super clinic for an x-ray. i was at this location 15 minutes after i left the first location.

i explained all over again what i had explained at the previous clinic and they ordered an x-ray. it took a good 45 minutes to get the x-ray, once it was complete i started shaking uncontrollably(later i realized this was probably a spike in my temp). the x-ray guy(he was the only good thing about this clinic) loaded me up with blankets and directed me back to the exam room. i waited another good 45 minutes and suddenly it became very hard to breathe, like my throat was closing off more. i was struggling to breathe and because of this is started to panic and my hands went numb. i called out for the nurse and explained i was having a panic because it was getting more difficult to breathe.

i was injected full of ativan because they thought i was having a panic attack. i was having a panic attack because i couldn't breathe. i wasn't having a random panic attack. they gave me a thick gi drink and told me to drink it. i tried. i couldn't. i explained i could not physically swallow it. the drink kept coming up. they said they didn't see anything on the xray. i was told to ""take an uber home and rest. maybe see a gi specialist within 48 hours"". 

i thought this was a joke. but i took than damn uber home and was left without a car. i went home, tried to draw a bath and ""relax"". i started vomiting and it wouldn't stop, but i kept choking as it was happening. i was worried i would asphyxiate. thank god my mother in law was there to take care of my kids because i called the neighbor and she took me to the er at ohsu. my neighbor had become a nurse mere weeks before and she knew i was in respiratory distress within seconds of seeing me. seconds! once i got to ohsu they admitted me immediately, did a quick ct scan, and i was intubated right before my airway was completely obstructed. from the first zoomcare appointment to my intubation was 6 hours. zoomcare wasted so much time. if they wouldn't have ignored my symptoms i may not have had to be intubated and spent 5 days in the hospital.

my husband was in europe on business and because i was so out of it i was unable to tell my mother in law, or him, which hospital i went to. when he finally found me and the er doctor called him back, he was told that the doctors were unable to say whether i would live or die. he was on the tarmac on an emergency flight to come back to me. 9 hours he had to wait to know if his kids would be left without a mother and him without his parter of 20 years. but thank god ohsu was able to recognize my symptoms right away. they saved my life. if it wasn't for my own intuition i would have died that night.

the medical emergency in which i experienced was called epiglottitis, something that nurses and doctors are trained to recognize. zoomcare failed on all attempts.",Jenna T.,2020-01-06,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&hrid=6ugi5xrHJV6oR56qX0aQSQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care NE Grand - Super Clinic,False,79,4.0,2020-04-17T21:07:53,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,607 NE Grand Ave,Portland,OR,US,97232.0,,,Emergency Rooms,Diagnostic Imaging,,,,
1615707,i1DEFCp75q6iEkaKW7n5dA,ODg3L7k3GwNZHMWKT7sv1g,2,"i've been dealing with solvent and adhesive poisoning in my nervous system which they did not catch. my husband and i came in after 3 days of not keeping down water or food. the staff was nice but the doctor as soon as she walked in profiled me immediately, with my tattoos etc, which made me feel very uncomfortable and then told me about something i might have but my symptoms didnt match.....- btw i could tell she had just looked it up because she pronounced it incorrectly (i have friends who have been working on research in the field so i knew what she was talking about right away) but i didnt want to correct her and make her annoyed. it was very sad because i was extremely sick and the other staff were nice. i also love having a woman doctor so i feel very disappointed to say this about another female. i really like zoomcare but the way she acted towards us was very off putting.",Drew M.,2020-02-26,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&hrid=ODg3L7k3GwNZHMWKT7sv1g&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care NE Grand - Super Clinic,False,79,4.0,2020-04-17T21:07:53,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,607 NE Grand Ave,Portland,OR,US,97232.0,,,Emergency Rooms,Diagnostic Imaging,,,,
1615708,i1DEFCp75q6iEkaKW7n5dA,7gmiR2Sfemvz8PNv8R5-jQ,1,"i'm sad to be writing this review considering that i have been an avid zoomcare user for several years now...until now. the staff is friendly, the facilities are clean and they are convenient. if you are uninsured, they are not affordable. luckily for me, i have insurance and thus i pay my copay and visit when i need to. on christmas eve i, unfortunately, needed to go in and receive treatment. i was told that the cost would be $146.59 as opposed to my usual $25. keep in mind that i have been going to zoomcare for years and have never paid more than my copay. i kindly advised the gal at the front desk that this was not the case and she ""credited back"" the $146.59 and then authorized an additional charge of $25. it took about 2 weeks to receive my credit back. a good 3 weeks later, all of a sudden, $121.59 is missing from my bank account. thank the universe that i had it in my account, otherwise, this random theft of funds could have been completely catastrophic. i called zoomcare customer service to attempt to discuss and received the most horrendous customer experience of my life from cori. she was genuinely the least compassionate, least educated (at her job) and least articulate (in explanation of what zoomcare had done) person that i have ever met. she spoke over the top of me every time i attempted to speak and finally got angry and hung up. she also lied when i asked for a manager and refused just before her hang up. luckily, when i called back, i received rhonda. rhonda was cori's polar opposite who took the time to explain how they had coded the visit to my insurance company etc. after having called my insurance company, it turns out, zoomcare chose a code that causes the billing to be moderated by whether the doctor is on the insurance network as opposed to whether zoomcare is. their billing error was costing me quite a bit of time as well as the money that i am out that they took out of my account without authorization. long story short, unless forced, i would not go to zoomcare again. i could have visited an urgent care and only paid a $50 copay, a fraction of what zoomcare cost me for 12 minutes of their time.",Sarah C.,2020-01-16,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&hrid=7gmiR2Sfemvz8PNv8R5-jQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care NE Grand - Super Clinic,False,79,4.0,2020-04-17T21:07:53,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-ne-grand-super-clinic-portland-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,607 NE Grand Ave,Portland,OR,US,97232.0,,,Emergency Rooms,Diagnostic Imaging,,,,
1625520,KMO2lyUyICGebj8tl1Jpaw,0m-6WbLICvNiDsLCagNuvA,5,"my daughter is in town visiting for the weekend and my grand baby was not feeling well. we were having a hard time finding a place that took her insurance and accidentally stumbled on this clinic while on our way to another. the clinic is absolutely beautiful and they were quick to get her checked in and seen. the staff was so kind and they obviously love what they do. while there, we also learned that they have the option of also treating a parent if they are in with their sick kiddo but they also have a new telemedicine service for adults! will be recommending this urgent care to all of my grandma friends!",Lisa M.,2020-02-01,https://www.yelp.com/biz/over-the-rainbow-pediatric-urgent-care-henderson?adjust_creative=upenn&hrid=0m-6WbLICvNiDsLCagNuvA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Over the Rainbow Pediatric Urgent Care,False,100,4.5,2020-06-01T17:36:12,17025502273.0,http://www.overtherainbowcare.com,https://www.yelp.com/biz/over-the-rainbow-pediatric-urgent-care-henderson?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10170 S Eastern Ave Ste 160,Henderson,NV,US,89052.0,,,Urgent Care,Pediatricians,,,,
1779474,_fPWPtuRauzEDnTvhYCshg,7HjQDiXYEKgwg-Kajf4xJA,5,"after seeing several psychiatrists in the coachella valley area that we're not a fit, i was frustrated and started to give up hope in finding a someone to help me with my anxiety. i decided to search for someone the la area, and that brought me to yelp. as i read dr k's numerous positive reviews, i started to regain hope. i drove out to meet him in person, to see for myself. he was so down to earth and didn't speak down to me like previous doctors have. he instantly made me feel at ease, and i was able to open up and speak with him freely. 

i was excited to learn i could video chat with him for appointments rather than drive two hours each way to la. since seeing dr k i have been able to get back on my medication, and have been sleeping through the night. best of all, he has given me many helpful techniques i can do on my own to help to manage my anxiety. i have had a very tough year and dr k has helped me more than words can express. 

i first sought help for anxiety 20 years ago, and have seen numerous doctors in multiple states. none compare to dr k, and to anyone else struggling with anxiety, i can't recommend him enough!",melaina b.,2020-01-26,https://www.yelp.com/biz/lindsay-kiriakos-md-anxiety-disorders-specialist-los-angeles-2?adjust_creative=upenn&hrid=7HjQDiXYEKgwg-Kajf4xJA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,"Lindsay Kiriakos, MD - Anxiety Disorders Specialist",False,45,4.5,2020-03-30T07:43:22,13106177549.0,https://www.lapsychiatrist.com,https://www.yelp.com/biz/lindsay-kiriakos-md-anxiety-disorders-specialist-los-angeles-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,11633 San Vicente Blvd Ste 306,Los Angeles,CA,US,90049.0,,,Psychiatrists,,,,,
1883034,GgmZWPpIq6dnNRtPU9h_lQ,tGh7Pdrplf1r6IxoK4hHHQ,1,"hello, i'm outpatient and recieve medication through pharmacy since i recieved my kidney which i take great care., i called the pharmacy earlier in week and talk to zooms who said no refills i said okay but out so please ask the pharmacy to please barrow a few pills until we get the priscription all while kept talking over still i told no problem it would be fine., friday came and i only recieved one prescription and so i back she said no we have not heard from your ., when ask the few colesteral pills she again talked over me and we don't have okay., no its not freakin okay.., and amid, this virus .., i tried looking around maybe i missed i couldn't believe these type of treatment was happening to me.., i called back and ask zoomi to speak to a supervisor it hung several times., i finally got i asked why she kept hanging she said no no boo boo., i said what ? street talk for the street off the lips of pharmacy to the patients., i want people to no how the treated me., she got on phone with jenny who just repeated that we don't have a prescription., and was arguing with me, i no her she doesn't no me patients who's not professional and who is this is not the first this has happened",Tiffany C.,2020-03-13,https://www.yelp.com/biz/advent-health-infusion-center-orlando?adjust_creative=upenn&hrid=tGh7Pdrplf1r6IxoK4hHHQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Advent Health Infusion Center,False,1,1.0,2020-03-13T13:16:42,,,https://www.yelp.com/biz/advent-health-infusion-center-orlando?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2501 S Orange Ave Ste 481,Orlando,FL,US,32806.0,,,Medical Centers,,,,,
2047707,59DAXlEHGCqpr7IvKzjk3Q,hP2F3VD3AwK4t-kOun3DeQ,1,horrible experience. wait time was long. another lady was there and was complaining she had been waiting for an hour and half. spoke to 2 young ladies. both asked the same questions over again. then had some video chat.  couldn't see the person. that person asked the same questions again. by this point i'm very annoyed. finally i was taken into a consultation room with an rn that was made very clear to me that he's from mexico and he's a great plant tic surgeon. don't know why i needed to know. quoted me a ridiculous amount for botox. bottom  line didn't get anything done. wouldn't recommend this place. oh and by the way seems like the whole staff only speaks spanish,Marissa J.,2020-02-08,https://www.yelp.com/biz/ecologica-medical-spa-montebello-2?adjust_creative=upenn&hrid=hP2F3VD3AwK4t-kOun3DeQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Ecologica Medical Spa,False,62,4.0,2020-06-06T15:36:56,13237220022.0,http://ecologicamedspa.com,https://www.yelp.com/biz/ecologica-medical-spa-montebello-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1200A W Beverly Blvd,Montebello,CA,US,90640.0,,,Medical Spas,Skin Care,Body Contouring,,,
2170591,z17cFEOSJ1ToV-fxaTxIwQ,Mm2FVQQT5z9jyPhOgSr0dg,2,"this doctors office has disappointed me since day one. staff is really nice and helpful when in office, however niceness only gets you so far. i've had issues with billing, appointments taking far longer than needed with unnecessary ""exams"" breathing treatments, and i have played absolute hell ever getting a prescription refill over the phone. there's hardly ever a physician on site to approve a refill, and staff find difficulty in locating physicians electronically to approve refills. i called this weekend desperately out of a medication and even left a voicemail for the dr. they just called me back monday morning to let me know they refilled my medication. i wouldn't have called on a saturday and dialed to speak directly to a dr if it was not truly urgent. luckily i was able to video chat with a dr through my insurance and get my refill immediately. no thanks to this office. will not be returning to this practice.",Candice W.,2020-03-09,https://www.yelp.com/biz/alan-e-gorenberg-md-inc-orange-3?adjust_creative=upenn&hrid=Mm2FVQQT5z9jyPhOgSr0dg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Alan E Gorenberg MD Inc,False,31,4.0,2020-05-13T20:42:26,17146334666.0,http://www.allergyandasthmacarecenter.net,https://www.yelp.com/biz/alan-e-gorenberg-md-inc-orange-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,8506 E Chapman Ave,Orange,CA,US,92869.0,,,Allergists,,,,,
