,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19
0,0.037313432835820885,0.037313432835820885,0.057213930348258696,0.037313432835820885,0.037313432835820885,0.04228855721393034,0.05223880597014924,0.04394693200663349,0.04394693200663349,0.05555555555555554,0.05223880597014924,0.0638474295190713,0.037313432835820885,0.03897180762852404,0.09535655058043115,0.05223880597014924,0.045605306799336644,0.05058043117744609,0.05223880597014924,0.0671641791044776
1,0.02592592592592593,0.02592592592592593,0.06825396825396826,0.02592592592592593,0.0343915343915344,0.08095238095238097,0.03227513227513228,0.02380952380952381,0.028042328042328046,0.12010582010582012,0.02698412698412699,0.029100529100529102,0.029100529100529102,0.029100529100529102,0.02698412698412699,0.029100529100529102,0.05555555555555556,0.037566137566137574,0.20158730158730162,0.06931216931216932
2,0.07655293088363954,0.06955380577427822,0.06080489938757655,0.07830271216097988,0.045931758530183726,0.020559930008748905,0.024934383202099737,0.052930883639545054,0.14129483814523183,0.03543307086614173,0.024059492563429572,0.06080489938757655,0.04068241469816273,0.02230971128608924,0.04068241469816273,0.04068241469816273,0.03805774278215223,0.044181977252843396,0.030183727034120734,0.05205599300087489
3,0.052083333333333336,0.05763888888888889,0.03125,0.11180555555555556,0.04375,0.03125,0.03958333333333333,0.04791666666666667,0.03680555555555556,0.03819444444444445,0.04791666666666667,0.03680555555555556,0.04236111111111111,0.03125,0.03125,0.08819444444444445,0.050694444444444445,0.11180555555555556,0.03819444444444445,0.03125
4,0.034653465346534656,0.07315731573157316,0.029152915291529153,0.04565456545654566,0.028052805280528052,0.028052805280528052,0.029152915291529153,0.08415841584158416,0.035753575357535754,0.03685368536853685,0.032453245324532455,0.03685368536853685,0.06875687568756876,0.04455445544554455,0.03685368536853685,0.034653465346534656,0.035753575357535754,0.16556655665566555,0.04565456545654566,0.07425742574257425
5,0.06032719836400817,0.024880708929788678,0.09304703476482616,0.07736877982276753,0.03374233128834355,0.021472392638036807,0.035787321063394675,0.062372188139059294,0.031697341513292426,0.049420586230402165,0.04396728016359917,0.17007498295841852,0.0460122699386503,0.041240627130197674,0.054873892297205164,0.022154055896387182,0.06441717791411042,0.018064076346284933,0.020109066121336058,0.028970688479890927
6,0.060471976401179926,0.02409046214355948,0.03588987217305801,0.05948869223205505,0.029990167158308743,0.02507374631268436,0.16175024582104225,0.026057030481809237,0.02507374631268436,0.03490658800393313,0.14011799410029496,0.02212389380530973,0.03097345132743362,0.13028515240904617,0.029006882989183868,0.026057030481809237,0.02212389380530973,0.06538839724680431,0.02507374631268436,0.026057030481809237
7,0.03639846743295019,0.038952745849297574,0.03384418901660281,0.030012771392081736,0.0351213282247765,0.06194125159642401,0.09642401021711366,0.0491698595146871,0.1053639846743295,0.030012771392081736,0.04533844189016603,0.03384418901660281,0.03639846743295019,0.07088122605363985,0.031289910600255426,0.028735632183908046,0.06577266922094509,0.06321839080459771,0.040229885057471264,0.06704980842911877
8,0.06036324786324787,0.03685897435897437,0.02617521367521368,0.05395299145299146,0.03044871794871795,0.02617521367521368,0.17254273504273507,0.05288461538461539,0.0966880341880342,0.028311965811965815,0.02510683760683761,0.043269230769230775,0.04540598290598291,0.07852564102564104,0.04540598290598291,0.02617521367521368,0.035790598290598295,0.05502136752136753,0.029380341880341884,0.03151709401709402
9,0.0521680216802168,0.048102981029810296,0.034552845528455285,0.04539295392953929,0.0494579945799458,0.04539295392953929,0.03048780487804878,0.08875338753387534,0.034552845528455285,0.041327913279132794,0.03726287262872629,0.03861788617886179,0.0508130081300813,0.03048780487804878,0.03048780487804878,0.03861788617886179,0.0508130081300813,0.10094850948509485,0.03048780487804878,0.12127371273712736
