,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
10,5154,10.0,0.1364,"care, recommend, highly, good, kind, wonderful, professional, team, excellent, knowledgeable","very disappointed!!! had to wait a month and a half for an appointment, which was no problem l, i understand that for specialty doctors you might have to wait longer for an appointment. four days before my appointment they call to inform me that my appointment has to be rescheduled not because of covid-19 but because the doctor is out of town. they offered to make an appointment with a different doctor three weeks away. i decided to just cancel my appointment. i would have thought they would be a little more accommodating since me having to reschedule was not my fault. they obviously do not care about their patients. i will take my money elsewhere"
11,598,11.0,0.2209,"nurse, hospital, care, day, home, facility, family, mom, stay, room","just now
i dont recommend this place.
i feel like they don't take things and their job seriously. firstly, their unhelpful doctors are one of the reason my newborn didn't breastfeed. he was stuffy for weeks, and than he couldn't breastfeed any longer because of stuffiness.he couldn't sleep or eat.i have to offer him bottle,so at least i feed him something!! i kept asking his doctor why is this happening and what can i do. i showed them video how baby can't breathe. they kept saying there is nothing wrong, he is not stuffy, use a humidifier!
 because of that situation my baby had to use bottles for weeks and he got use to bottle and never latched again.but at the beginning he was very good on latching. i'm first time mother asked for help to the person i could rely on, my baby's pediatrician!! 
but they were no help. google helped me with every situation, not than them.
about two and a half weeks ago my baby had wet cough and stuffy nose because of virus. my three months old baby was coughing like an old person, he was coughing bad all the time. i took him to the doctor, and of course all i got was, ""use a humidifier!!!""
 i'm so tired of their humidifier theory!!
they never gave me any clear answer to any of my baby's health concerns or give any suggestions to help the situation. long story short, finally i could help my baby breath and sleep better, thanks to youtube moms!! no thanks to my baby's pediatrician.
today was my baby's 4 months visit and his shots went wrong. i asked to spread it out. i kept reminding over and over again. i did spread it out before. but today they gave all the shots to him at once. and didn't even tell me! before i leave the nurse said with a smiley face, oh you guys don't need to come back after two weeks, we will see you when he is 6 months old. 
wait, why i don't need to come back? he have shots to get.
then she told me, she gave him all the shots at once. didn't spread it out. she was saying it's fine. as he received this shots before he will be fine. if he gets fever give him medicine!!! 
i don't want to give unnecessary medicine to my baby!!! 
she was apologetic but that is not helping my baby's pain.probably the doctor didn't gave clear instructions and the nurse wasn't serious about her job!
and in all this my baby is on the stake. today my baby is not feeling good, he can't sleep or eat,crying.
before  after all other shots, he did absolutely okay.
as some adults were not serious about their job my little baby is suffering."
12,1661,12.0,0.1636,"work, therapist, treatment, session, feel, life, body, therapy, physical, exercise","sadly i have to give one star to this location and this company because i was denied service not wearing a mask on april 10th around 6:30 p.m. as of now california has not mandated you have to wear one nor has orange county, therefore i find this unconstitutional. this company would deny someone service who is showing no symptoms. 

words cannot describe my disappointment."
13,2100,13.0,0.1717,"patient, medical, practice, health, wife, provider, state, lack, provide, record","this deserves special attention during this time of covid19 when seniors should be given serious attention. it is not frivolous to go to emergency with the flu and bronchial congestion complaining breathing problems when a senior 70 years old lives alone. and the er doctor tells her to wait until she can't breath at all and the call emt. concerning this emergency room visit. dr. joseph lago enters the room leaving the door open and obvious draft, the patient asked him to close the door, she had to ask him twice telling him it was causing a draft.  she went on the tell him she had extreme flu symptoms and it took 5 days before she was able to drive herself for treatment. she told him about the chills and body aches and he would say she had myalgia? her main symptom now was chest congestion so much that it effected her breathing at night. she told him she lived alone and didn't want to choke. he told her to call emergency 911 if ever she felt she was choking?  the patient has a history of bronchial infections in fact she brought the empty bottle of the prescription given to her the last time it was this severe in 2015. dr. lago refused to give her any antibiotic not even the one she had taken left over from 2015. the reason she drove 45 miles was for prevention and so she could recover completely since she lives alone and is self sufficient. she told him that. he is an older man himself and displays an issue with treating females and she was deceptive. dr. lago hardly examined the patient and kept telling her she had myalgia? the guy seemed very distracted and unconcerned.  three weeks later the symptoms still persist.  this dr. joseph lago said some doctors hand out antibiotics.yes they do and it is in the patients history. basically he left the room and refused to give any medications or treatment to this veteran.  he showed a lack of respect to this female veterans serious medical problem. she asked to see another doctor but they said she would have to go back into the waiting room and get re-admitted again!  the exhausted female veteran took the discharge letter and left there was a long drive back home with no results. the point being this patient is walking around with a weakened immune system that makes her more susceptible to contracting covid19."
14,4158,14.0,0.1346,"service, customer, prescription, pharmacy, store, order, employee, line, location, pick","this is a nice company in all, but i don't understand why they care about the clients more than their employees. they are still sending their employees to work for these elderly people, not caring if their employees catch this corona virus or not. the elderly clients can be carrying this virus for all we know and yet the employees still have to go tend to these clients every day. home instead has not given any raises or extra pay for the employees that are risking their lives working every day with these elderly clients. this is a serious situation and home instead is not taking it serious. it's obviously they care more about pleasing their clients more than the well being of their employees."
15,2874,15.0,0.1476,"people, rude, bad, treat, talk, woman, person, job, lady, unprofessional","what kind of ceo person runs kindred hospital brea calif ? let me tell you. the kind of person that doesn't give a damn about his clinical staff. he runs the place with little to zero amount of staffing to adequately

meet patient and family needs.now and also in this corona pandemic, allows families to freely roam the facility to possibly spread infection, get infections,and endanger patients who are already comprised.also, lets not forget and dismiss our front line personal who don't even have sufficient amounts of protective masks and no n95 masks! gee, what a disappointment... you don't even care about the company you run."
16,3392,16.0,0.1628,"wait, hour, minute, time, room, check, back, walk, long, sit","dr tse is a great doctor. it's the wait time. i have waited over an hour just to get in the room. today i had to wait 25mins in the waiting room and finally opted to see the pa (which was great) instead of waiting another 20mins to see the doctor. during covid season, no one wants to be waiting in the waiting room for that long."
17,3926,17.0,0.1233,"give, place, time, review, bad, star, back, medication, thing, write","i ordered glasses from this location beginning of march. i understand some doctors were closed due to covid. by end of april i called to see the status of my order. they called me back the next day and told me it would be a week more for them to arrive. that's fine but by the end of may i hadn't heard anything so i called last and this week. when you call there your call gets bounced to another location with no message informing you of closures. i informed the woman on tuesday i need my glasses she looked me up in their system and said that my glasses would be at their aurora location today, thursday. i call the aurora location today and they don't have my glasses. i am reversing the charges on my credit card and moving to another practice that communicates a heck of a lot better."
18,5868,18.0,0.1278,"doctor, office, patient, time, question, visit, answer, make, concern, explain","our baby girl was born a coronial. right before our baby's first visit, being a mama bear and super extra, i called dr. simons to share my concerns regarding my baby being exposed to coronavirus and asked if he would wear mask and gloves during our visit. dr. simons was very understanding and obliged to my request. our visit was very pleasant. dr. simons told us he sanitized everything including the pen he was using. that was super thoughtful! he didn't mind i was being extra paranoid.  he was easy going and even joked with my husband and told my husband he has a lot to learn. my baby didn't even cry during the check up as if she was showing off to dr. simons what a good girl she was.  he told us we did everything right because our baby was perfect. towards the end of our easy, effortless visit, he suggested my husband to get a flu shot and tdap. he personally did the injection for my husband. my husband who's terrified with needles said dr. simons was very gentle and the shots didn't even hurt. this is someone who almost fainted during our first ultrasound visit. we are so happy that we found dr. simons. i know i can trust him with my perfect little baby girl."
19,32,19.0,0.1955,"surgery, procedure, eye, make, follow, result, surgeon, day, consultation, remove","awesome extremely clean professional  environment. corey the owner makes you feel comfortable he is very knowledgeable of your needs. my gf and i decided to boost our immune system. we both travel a lot and there are many opportunities to get ill, keeping our immune system strong is key to staying healthy no matter what virus is out there. we will definitely continue going to elevation hydration. thanks corey."
