,dominant_topic,topic_keywords,doc_count_all,doc_pct_all,doc_count_t1,doc_pct_t1,doc_count_t2,doc_pct_t2,doc_count_diff,doc_pct_diff
0,0.0,"feel, make, treatment, amazing, skin, love, comfortable, result, face, happy",560,0.05185665339383276,74,0.05982215036378335,486,0.05082618699016942,412,-15.037846882649228
1,1.0,"pain, back, week, walk, day, foot, start, hand, leave, give",402,0.03722566904342995,32,0.025869037995149554,370,0.03869483371679565,338,49.57971658648819
2,2.0,"call, appointment, phone, day, schedule, week, receive, message, appt, leave",95,0.008797110843596629,8,0.0064672594987873885,87,0.009098514955030328,79,40.68578749215645
3,3.0,"make, baby, feel, experience, son, child, daughter, husband, kid, give",781,0.07232151125104176,74,0.05982215036378335,707,0.0739385065885798,633,23.597206283882713
4,4.0,"insurance, pay, charge, bill, receive, send, money, company, visit, cost",511,0.047319196221872396,46,0.037186742118027485,465,0.0486299937251621,419,30.77239616962069
5,5.0,"doctor, care, test, clinic, urgent, blood, result, symptom, visit, medical",136,0.012593758681359386,18,0.014551333872271624,118,0.012340514536707802,100,-15.193241767180272
6,6.0,"work, make, client, good, life, change, start, plan, group, person",812,0.07519214742105751,93,0.07518189167340339,719,0.07519347416858398,626,0.015405964019770117
7,7.0,"place, massage, area, good, lot, offer, clean, nice, service, price",1241,0.11491804796740439,125,0.10105092966855295,1116,0.11671198494038904,991,15.498180297008993
8,8.0,"year, time, find, issue, month, problem, work, ago, change, make",163,0.015093990184276321,13,0.010509296685529508,150,0.01568709475005229,137,49.26874004472832
9,9.0,"staff, great, friendly, helpful, experience, nice, professional, easy, super, good",70,0.006482081674229095,12,0.009700889248181084,58,0.006065676636686885,46,-37.47298333681936
10,10.0,"care, recommend, highly, good, kind, wonderful, professional, team, excellent, knowledgeable",288,0.026669136031113993,33,0.02667744543249798,255,0.026668061075088893,222,-0.03517712156072591
11,11.0,"nurse, hospital, care, day, home, facility, family, mom, stay, room",2024,0.18742476155199556,242,0.19563459983831852,1782,0.18636268563062122,1540,-4.739404080546096
12,12.0,"work, therapist, treatment, session, feel, life, body, therapy, physical, exercise",978,0.09056394110565794,95,0.07679870654810024,883,0.09234469776197449,788,20.242516980592047
13,13.0,"patient, medical, practice, health, wife, provider, state, lack, provide, record",1023,0.0947309936105195,146,0.11802748585286985,877,0.0917172139719724,731,-22.291648162102838
14,14.0,"service, customer, prescription, pharmacy, store, order, employee, line, location, pick",135,0.012501157514584684,13,0.010509296685529508,122,0.012758837063375862,109,21.405241903045695
15,15.0,"people, rude, bad, treat, talk, woman, person, job, lady, unprofessional",484,0.04481896471895546,67,0.054163298302344384,417,0.04361012340514537,350,-19.483996041545044
16,16.0,"wait, hour, minute, time, room, check, back, walk, long, sit",154,0.01426057968330401,17,0.0137429264349232,137,0.014327546538381091,120,4.2539709881024175
17,17.0,"give, place, time, review, bad, star, back, medication, thing, write",62,0.005741272340031484,9,0.007275666936135812,53,0.0055427734783518095,44,-23.817657858653458
18,18.0,"doctor, office, patient, time, question, visit, answer, make, concern, explain",145,0.013427169182331698,21,0.016976556184316895,124,0.012967998326709893,103,-23.612314618380296
19,19.0,"surgery, procedure, eye, make, follow, result, surgeon, day, consultation, remove",735,0.0680618575794055,99,0.08003233629749394,636,0.06651328174022171,537,-16.891990391258332
