,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.05303197680189091,0.05425976246739699,0.05287314278513389,-2.5555211066327015
Topic_1,0.05020158407883431,0.04927337654668387,0.05032166279848175,2.1274901889556563
Topic_2,0.0416158603976229,0.04214091243844557,0.041547936388576776,-1.407126745855208
Topic_3,0.05630403705838072,0.05535540320241686,0.05642675825476514,1.935411884600825
Topic_4,0.04974098873843744,0.048233417944069684,0.049936017505707316,3.5299168796454046
Topic_5,0.04300474122895341,0.0424532694402947,0.043076083061474944,1.4670569060791812
Topic_6,0.05638846926357059,0.05698188563674399,0.05631170121780449,-1.1761359095974513
Topic_7,0.061106520415866394,0.061412702068040406,0.06106691084634752,-0.563061402687957
Topic_8,0.04235734781567275,0.03733852721722732,0.04300661377261451,15.180262795078958
Topic_9,0.03884717974147122,0.03821053001214415,0.03892954072402476,1.8817082925886963
Topic_10,0.04645281265784065,0.0470180645161594,0.04637968814950135,-1.357725744832918
Topic_11,0.06725423971889835,0.06866562720031726,0.06707165382530741,-2.321355589398121
Topic_12,0.058686617747894514,0.05946743830402927,0.0585856059273611,-1.4828827368681619
Topic_13,0.06020018413991578,0.06389867859413907,0.05972172381363711,-6.536840623939097
Topic_14,0.04289819069957442,0.040920999469611155,0.04315397249746841,5.4567900510727085
Topic_15,0.05222708787927344,0.0547087163707651,0.05190604892884729,-5.122890149576753
Topic_16,0.04332973813015161,0.04423371501952638,0.04321279403768607,-2.308015461485973
Topic_17,0.0394485711738858,0.03818439959104922,0.03961211230000666,3.7389947838596242
Topic_18,0.04132965459563162,0.040817360851942396,0.041395928111731074,1.4174538669644199
Topic_19,0.055574197716234536,0.05642521310899717,0.05546410505352292,-1.7033308383216261
