,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,689,0.0,0.536,"feel, make, love, experience, couple, start, anxiety, ease, team, share","take this course! my fiancé and i attended the love made simple workshop this past weekend and feel more in love, happier, and closer than we ever have before.  
because of covid, our weekend retreat was moved online. to be honest, we were skeptical a ""zoom"" retreat would be as energetic, safe, and helpful. but, as soon as the workshop started, all our fears were calmed. gal and liron's love and energy burst off the screen and the online setting felt intimate and comfortable. 
gal and liron are loving and sensitive people; all participants were greeted with such warmth and kindness. they created an environment for couples to share, be vulnerable, and feel free of judgement. 
for us a huge highlight was being able to ""break out"" of the large group and speak 1 on 1 with a therapist. each therapist we worked with was zoned in; they truly wanted to help and, most of all, they gave my fiancé and me the encouragement and tools to ""really"" say how we were feeling in a safe way. 
on sunday night, after the workshop had ended, my fiancé and i were laying together. he quietly said to me ""i really liked this weekend."" i was touched because he is a stoic man who so rarely accesses his feelings. i said ""you did? why?"" and he said ""i feel like i know ""how"" i can be better to you now. i have tools and now i don't feel completely lost on how i can be there for you."" 
it absolutely warmed my heart and i have the couples center to thank. if you want a tune up, are struggling, are about to get married, or have been married for many years take this course. i couldn't recommend it more highly."
1,127,1.0,0.3812,"life, work, find, plan, month, year, change, program, live, home","let me start by saying bristol and his wife kenyatta have changed my life. i was at a point in my life where i had gained an unhealthy 50 pounds, every fad diet i tried was no longer working for me and i couldn't motivate myself to get through tougher workouts. i found them on yelp and was directed to there website where i was able to fill out a form to request more info. bristol contacted me right away and we scheduled my free in-person consultation for the next day. when we met at the gym, he showed me around, walked me through his fitness/nutrition plans and then had me complete a functional movement screening test to gauge my fitness level. because i liked the vibe of the gym, i signed up for a 3 month, 3x a week 30-minute 1-1 training program that came with customized bi-weekly meal plans (really great, easy recipes btw). 

in october, my first month, following the meal plan and working out with kenyatta 3x a week i lost 12.04 pounds and 9 inches around my body! in november i lost 10 pounds and 8 inches around body. in december, my last month of the program, i lost 9 pounds and 7 inches around body. it still shocks me how month after month, even through thanksgiving and christmas ""off days"", i still saw such a huge transformation in the way i look but most importantly the way i feel about myself. i still workout 3x a week with kenyatta because i love there programs so much; it has been 6 months in total at bbb and i still see my body transforming every week. i'm stronger, i no longer run out of breath going up the stairs, i'm down pant/dress and generic sizes in clothes. grateful is an understatement! 

i also want to mention bc of covid-19 concerns, bbb launched online workouts using zoom video so there are no excuses to delay your fitness goals.  if you are ready to put in the work and change your life - they'll get you to where you need to be!"
2,772,2.0,0.1927,"issue, time, extremely, make, service, concern, friendly, kind, person, super","dr. kung is extremely knowledgeable, incredibly thorough, very friendly, and always goes above and beyond to deliver superior care. i have been a patient of dr. kung for years and i can't recommend her highly enough. she never makes you feel like she's in a rush when you're in her office, as personal attention is a top priority for her. 

most recently i scheduled a telemedicine appointment for an emergency skin concern, and she was able to identify the issue right away! she really took her time with me and made sure to address all my concerns. dr. kung gave great explanations for causes of discomfort and ways to relieve the issue, and made sure i knew all my options before suggesting treatment. dr. kung is truly exceptional in every way, and i would strongly recommend her."
3,747,3.0,0.3415,"prescription, medication, refill, bad, state, order, pharmacy, med, problem, contact","he told me all these lies like he's get to the bottom of my condition and help put notes in my chart cuz he said my chart doesn't show consistent care and that red flags it so he said i should stick with him and he'd make sure to clear up the misconceptions in my chart and be my long term care provider once we met face to face ( cuz he said this on a video chat ) but it was all a lie. he claims he didn't say that when i know i did. another lip-service lying scandalous quack. a lying piece of shit. i'm gonna start looking into getting quacks like this arrested. or sued for malpractice. i should have taped him but i didn't. he's a scam artist and a liar. we talked about how the distance woiuksnr be an issue and when we could meet face to face and i even asked if he could tell me how to spell his name so i can call him when the covid thing was over so he reminded me it will be on the prescription bottle we talked about him being my long term care provider and it was all a lie. just like all the other quacks and like i say i'm gonna start getting trash like this sued for negligence, fraud, and arrested for fraud. that's all it is a good rehearsed speech to make u think you're in good hands but it's all a flat out lie. i hate this fool. he's a bad person is what he is and this is common in healthcare now days but he's no excuse. he needs to be fined and pay the price for lies and fraud along with other medical ""professionals"" and i'm gonna do all i can do see that they all pay cuz these lies and malpractice affect not only me but many people i know and someone needs to take a stand. the man is trash. the receptionist is a bitch. they're all fake and phony. see the attached photo he made it look like i was seeing him for psychiatry when we talked about sticking with one doctor so there's no red flag in my profile. but i guess he heard something else. i know what i heard. start recording your doctors. catch them in lies. work with who ever to see  that liars an frauds like this pay. i know i will. need to get this fraud trash off the street congratulations to a lying quack!"
4,259,4.0,0.3196,"patient, doctor, medical, make, office, health, practice, review, provider, year","lone star neurology needs a serious overhaul of their patient care and services. it is pretty much impossible to reach someone over the phone. for our first appointment we sent the intake form the day before. we believe the office had sufficient time to review all the documents we provided and even if there was a system error, it is their responsibility to communicate with us. however the office did not follow-up on the intake form issue, spelled the patient's name wrong, was 1.5hrs behind the appointment time,  did not review medical records sent over, did not take the time to ensure the pt understood questions about their health history (which can be extremely dangerous, especially for those who struggle to communicate), do not have a working reliable televisit system, and have questionable patient care practices. the doctor we spoke with did not even see the patient for more than 10 minutes, for most of which the pt could not even hear the doctor over the televisit system, despite the pt telling the doctor several times he could not hear the doctor. the doctor then disconnected from the televisit system and called the patient over the phone for just 1 minute and then hung up. the patient was left without knowing anything and in shock. how can a doctor possibly properly and professionally evaluate or assess patients' healthcare issues,  not to mention make a diagnosis, treatment plan, and explain to patients, in a single minute conversation? 

we believe when a healthcare facility offers televisits or telemedicine, they are fully responsible for making sure all these systems are functioning without issues so that patient care is not compromised. 

patient care is the provider and their office's responsibility and duty. not taking the time to be clear and clarifying understanding jeopardizes the patient's health and safety. this was extremely frustrating. after several complaint calls and expressing concern over patient care and safety, the provider called back to pacify the situation but it leaves a lot of questions about whether or not this office trained their medical staff in an appropriate and professional manner to competently and safely treat patients. please be vigilant and be aware of your rights as a patient."
5,590,5.0,0.3194,"pain, exercise, body, follow, pt, injury, physical, excellent, issue, run","wow. not the place to go if you are in pain. they will avoid seeing you in person at every turn! after sustaining a severe ankle injury and being seen at an urgent care, i was referred to aps. i told the medical assistant when making an appointment that i had a serious fall, seen at urgent care and needed follow up care. i told her it was an acute issue- that the pain i had was new due to the accident. she said dr. lynch is great and would be able to help. she said she would get x-rays from urgent care. i had a telemedicine appointment with the pa. the pa was so condescending and told me right up front that they would not be giving me pain medication. i told her i was in pain, but did not want to ""cover up the pain with medication, but wanted to find out the source of my pain""... she said i should expect to be in a lot of pain due to my accident (how would she know when she did not even look at my ankle or the other injuries to my arm, wrist, shoulder and foot)? and she recommended physical therapy with a group they refer to for 6 weeks and then they would order an mri. what??! i can't even bear weight on my ankle and she wants me to go to pt without finding out why i am in pain and my ankle is so swollen? the pa and doctor never looked at my x-rays, never asked to look at my ankle or my other injuries during appointment. how are they diagnosing my issue?!! i am not sure where she learned her diagnostic skills... she  treated me as if i was a junkie looking for pain medication. i was very clear that i did not want medication, i wanted an mri /ct scan to check for soft tissue damage. 
thank goodness i was able to get in to see a physician at toca and they immediately ordered an mri, put me on crutches and a leg brace and said to rest the ankle as much as possible until they got the results of the mri. dr collins did a thorough examination and checked my other injuries as well. the assistant came right in to fit me for my brace while another assistant fitted my crutches. i left with an appointment for an mri as he suspected i may have done damage to tendons or ligaments due to the amount and place of swelling i had and the actual physical assessment he performed on me. it's a very sad state of affairs when you are automatically suspected of being an opioid or drug abuser when you express how much pain you are in. it is malpractice to not examine a patient and suggest 6 weeks of pt when you have no idea what the extent of an injury is. putting me into physical therapy for 6 weeks would have caused more harm to my ankle. what happened to the hippocratic oath taken by physicians? if you couldn't /wouldn't help me, dr. lynch at least do no harm. i am so disgusted with the care i received. you should be very careful as to whom you allow to practice under license. you concurred with your pa assuring me i was in ""great hands"". pitiful."
6,514,6.0,0.4315,"doctor, give, day, symptom, eye, sick, put, medication, antibiotic, explain","i am so thankful that i was able to find dr. huang during this pandemic. he may have literally saved my life by making the correct diagnosis and getting me off the wrong medications that was prescribed by other doctors. 

in early february of 2020, i had an endoscopy done by a gastroenterologist, and about a week after, i started noticing some shortness of breath and also felt a swollen lymph node behind my ear.to make a long story short, fast forward to march of 2020, in the midst of the covid pandemic,i had difficulty breathing and a fever which led me to believe that i may have had been infected with covid19. ultimately, after my lab test result tested negative for covid but indicated klebsiella pneumoniae bacteria, i went to see a pulmonologist at ucla where an x-ray of my lungs were taken to rule out pneumonia. although, the pulmonologist from ucla did not listen to my lungs, he prescribed an antibiotic given the bacteria found in my nose, and asthma medication for breathing problems (even though i had tested negative for asthma couple of years ago by this same doctor) after my breathing condition did not improve, i reached out to a different pulmonologist in glendale who provided telemedicine consults. the second doctor prescribed more asthma medication and ultimately told me to take a repeated x-ray and repeat covid test after my condition did not improve. after the chest xray came out clean for the second time, the doctor in glendale told me he did not know what the problem was and told me to hang in there or go to urgent care. by this time, i had slept only 5 days out of the last 15 days and lost over 10 pounds because of severe breathing problems, sleep deprivation and no appetite. 

then out of desperation at 6:00 am, after having stayed up all night, i searched for another pulmonologist and fortunately found dr. huang on yelp and reached out to him by email. surprisingly, dr. huang got back to me right away and saw me the same day through zoom video conference. dr. huang patiently listened to my history regarding the onset of symptoms  and complaints and told me that if one of the asthma medication he prescribed did not improve my condition within the next few days, then he would see me to figure out what was going on. after symptoms did not improve, i went in for an evaluation and dr. huang actually listened to my lungs using a stethoscope and also conducted a lung function test himself. after a comprehensive evaluation and a lung function test, dr. huang told me that i likely had some form of upper respiratory infection before which may have caused breathing problems and fever, but at the time of his evaluation, my lungs sounded normal and i should not be having such severe breathing problems. he told me that what may be going on is that the asthma medication that i was prescribed was causing anxiety and panic attachs which was making my breathing problems worse - causing a vicious cycle - breathing problem so take more asthma medicine which causes more anxiety which makes breathing problems worse. 

after i was taken off the medication, my breathing problems improved significantly. although, it took weeks to deal with getting over the psychological component of having had breathing problems and panic attacks, i am now almost fully recovered. 

dr. huang was so patient, kind, and methodical in the manner in which he diagnosed my condition in the midst of the covid pandemic. it was so difficult to find a doctor who was willing to actually listen to my lungs during this covid pandemic and give me a correct diagnosis. i cannot thank dr. huang enough. had i gone several more days without sleep, i'm not sure if i would still be alive today."
7,744,7.0,0.362,"check, nurse, facility, room, minute, place, hour, staff, leave, happy","this place is not covid-ready.  it is disgusting actually.  they are using a ""touch-screen"" pad to sign in, and it had a thousand fingerprints all over it...even though they have tons of folks sitting at a desks.  and, instead of having folks wait in their cars until the staff is truly ready for you, they have folks sitting in their nasty lobbies (two of them) where every other seat is block...leaving two feet of space at best instead the recommended six feet!  they also have folks coming in and out sitting one behind the other with no means of disinfecting the chairs in which they sit.  people had on masks, but no one was wearing gloves so folks are touching everything and moving around from chair to chair.  meanwhile, the staff sits in their protected spaces leaving patients to pretty much fend for themselves. the doctor did not even examine me, which meant we could have just used telehealth! i now feel like i have to quarantine myself just from visiting this place!!! and despite what was said in their reply, neither car waiting service, contact-less payments, nor another way to check in other than that nasty touch screen was offered. i asked!! the folks were either too lazy to do it differently or not set up to do so!"
8,347,8.0,0.3337,"call, wait, doctor, day, minute, appointment, hour, time, receive, message","do not trust this office with your care.  i had a cyst growing in my cheek.  i was offered a telemedicine appointment and just given antibiotics.  after 10 days the antibiotics hadn't changed and it became really painful.  i called in to the doctor to share my concerns and my call was not returned.  i consulted with another dermatologist (a family friend from seattle) via video chat and she said i needed an urgent visit to have the cyst taken care of before it got worse.  i decided to call a dermatologist that was recommended by my friend and my dad and they got me in right away (within two hours) and said that it needed to be removed immediately.  it was removed and i was told that the contents were quite concerning and unusual and would be sent off to pathology, especially given how fast it grew.  i was so relieved to have it taken care of.  spectrum dermatology called me 24 hours after my call complaining of pain and further growth to tell me to wait an additional 2-3 weeks and continue taking the antibiotics!!!!!  their level and of care is irresponsible.  if this is something that is dangerous, they should be ashamed of their dismissive and nonchalant attitude.  i forgot to mention that i waited 50 minutes for my telemed appointment and was called by their office 20 minutes past my appointment time saying they needed my payment before the doctor would see me.  they are disorganized and rude.  please do not trust dr. stark or her staff with important matters that could be life threatening."
9,82,9.0,0.1912,"visit, time, doctor, virtual, experience, follow, fact, hard, person, worth","action mh 1*

this action urgent care was  terrible.i got there an hour early waiting around. when they finally opened at 9 am you could tell the lady had a chip on her shoulder. it's a also wonderful workers comp case that i've been dealing with for over 2 1/2 years and i've been seen at action urgent care since the beginning. the lady said they didn't have my social security number and i said that they had to because i've been going to action urgent care for 2 1/2 years and they have all my paperwork. ive been to other clinics in safeway stores and the main locations in san jose. i had come for a telehealth/skype style appointment which is pretty much what action urgent care in safeway's or vons is. she said the doctor my appointment is with is off today. i said that was odd because i was physically in the office when he made the appointment specifically for this day and this time. she said i had to reschedule because i had to see this doctor and this doctor only. i said i wasn't gonna come back to this branch and i left. this made me so frustrated because this was two hours wasted time that i could've been at work.
i called action urgent care and ask them about this and they stated that i could see any doctor at any branch and i did not have to specifically see this one doctor.  the lady should have called to see what the doctors were available. i told the customer service line since i was seen at the blossom hill branch. when vladimir was there, service was amazing and last time i was at that branch i was seen two hours after my appointment time and there was only one person in front of me. ridiculous."
