,topic_prev_all,topic_prev_t1,topic_prev_t2,topic_prev_pct_diff
Topic_0,0.050374923836891815,0.05184401611271185,0.05018935428626187,-3.1916158324861583
Topic_1,0.048419150960609926,0.04449256200597488,0.04891514114435325,9.940041523759549
Topic_2,0.05115282651965091,0.04937052539855339,0.051377959292842106,4.066057385622911
Topic_3,0.04847155939322113,0.05206483111282579,0.048017672439165715,-7.773306063146119
Topic_4,0.0526691625962069,0.04741020954455704,0.053333451402731116,12.493599828128366
Topic_5,0.04832873559114289,0.04034762894887171,0.04933687537753503,22.279491169244295
Topic_6,0.04942488057742533,0.05646449590561948,0.048535666009653436,-14.042151211655371
Topic_7,0.0488624169161663,0.058333833097801484,0.047666027503749264,-18.287510056414025
Topic_8,0.054203443698265664,0.05427683306933543,0.05419417346192002,-0.15229261314825743
Topic_9,0.05085241832921695,0.054722348879102246,0.05036358499659982,-7.965235359564367
Topic_10,0.05098730494656049,0.050536287894335286,0.051044275521578385,1.0051937892732332
Topic_11,0.04888861068149433,0.04510868341320401,0.04936607517854157,9.43807587186497
Topic_12,0.05204249037354211,0.04431201280730274,0.05301897175033022,19.64920659526562
Topic_13,0.05039701020541146,0.0412719598801068,0.051549648141239406,24.90235087209048
Topic_14,0.048449946668418696,0.04959917260147442,0.04830478128740109,-2.6097034409700166
Topic_15,0.05042956034342343,0.04295524953980836,0.051373683813353735,19.59815008348089
Topic_16,0.04781869792024671,0.04788841162343691,0.04780989197879113,-0.16396376907049529
Topic_17,0.05104596468840152,0.05802371963276245,0.05016456406385073,-13.544728980928916
Topic_18,0.04846070294225082,0.06046028503951434,0.04694496625628069,-22.35404410415961
Topic_19,0.04872019281145348,0.050516933492701276,0.04849323609382214,-4.005978310562974
